Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Key Ratios -> Efficiency Ratios,Key Ratios -> Efficiency Ratios YOY,Key Ratios -> Financial Health,Key Ratios -> Financial Health YOY,Liquidity/Financial Health,Liquidity/Financial Health YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
BRO,1.27,1.09482758621,9.29,1.08401400233,3.83,1.04931506849,0.33,0.33,0.891891891892,0.891891891892,15.73,1.07225630539,,,1.11,0.70253164557,-18.0,0.72,9.12,0.939237899073,,,1.16,0.935483870968,,,97.86,1.02988844454,0.5,0.909090909091,0.45,1.09756097561,24.24,1.12430426716,1.7,1.20567375887,2.33,2.33,0.995726495726,0.995726495726,19.96,1.00961052099,9.27,-2.67919075145,2.65,1.11814345992,393.0,1.09166666667,1.62,0.931034482759,23.7,1.03719912473,100.0,100.0,1.0,1.0,66.46,1.01496640195,11.26,0.868827160494,,,,,,,,,,,1.40280635969,1.00514906227,31.6519455909,243.0,1.17391304348,-2.54,1.04526748971,14.31,1.08987052551,1.63,0.953216374269,6.97,-6.22321428571,412.0,1.07012987013,445.0,1.17724867725,26.79,26.8,1.11666666667,1.11671529804,21.6,12.26,0.914925373134,1.24,1.08771929825,9.07,1.06831566549,19.94,1.00301810865,0.880554423155,,,30.1,1.17578125,0.69,0.971830985915,,,3.73,0.971354166667,4.77,0.991683991684,11.15,1.11055776892,7.9,1.02199223803,100.0,1.661,1.05393401015,1.0,51.61,1.00272003109,140.0,0.979020979021,1.46,1.58695652174,39.56,1.01176470588,100.0,1.0,30.67,0.968118686869,26.5,1.03475204998,57.11,100.0,1.0,0.995815170009,42.89,1.00562719812,209.0,0.694352159468,,
BRS,2.61,0.988636363636,8.0,0.914285714286,6.2,1.39954853273,0.56,0.56,1.05660377358,1.05660377358,48.43,0.985551485551,69.92,0.984234234234,32.38,0.860026560425,-602.0,0.957074721781,3.22,0.535773710483,68.88,0.860032463479,1.47,0.930379746835,39.97,0.89139161463,53.34,0.891824109681,0.52,1.10638297872,1.28,1.28,6.0,0.40899795501,2.37,0.465618860511,2.0,2.0,1.03092783505,1.03092783505,0.84,1.05,,,-9.57,0.744747081712,-349.0,0.879093198992,-4.14,1.95283018868,-18.76,0.789894736842,30.08,30.1,1.03793103448,1.03867403315,2.34,1.40119760479,,,4.56,9.13,1.12162162162,1.12592592593,,,,,,,0.330070775523,0.765137367409,55.0725641364,84.0,0.449197860963,-1.85,-0.533141210375,4.54,0.406082289803,66.77,1.00014979029,9.1,-0.7,253.0,1.09051724138,146.0,0.780748663102,7.85,7.8,0.696428571429,0.700892857143,8.56,3.96,1.63636363636,11.15,1.07833655706,10.48,0.97488372093,3.42,0.64406779661,1.47841105354,24.44,0.995114006515,44.0,2.51428571429,0.83,0.754545454545,,,6.84,1.12131147541,2.54,0.431972789116,5.02,0.450224215247,3.33,0.377123442809,100.0,1.859,1.11317365269,1.0,13.67,1.14202172097,36.0,0.972972972973,0.58,1.38095238095,20.42,0.874518201285,100.0,1.0,19.74,0.929816297692,13.46,0.999257609503,50.12,100.0,1.0,1.03212520593,49.88,0.96967340591,203.0,0.768939393939,,
BRT,,,,,,,0.11,0.11,1.1,1.1,8.86,0.905005107252,50.08,0.938530734633,186.4,0.463935487082,-144.0,0.58064516129,1.86,0.385093167702,,,0.16,0.842105263158,,,,,0.3,1.03448275862,,,6.13,-0.310222672065,-0.17,0.257575757576,6.81,6.81,1.20744680851,1.20744680851,0.12,0.923076923077,,,-5.62,0.290739782721,-135.0,0.533596837945,56.66,2.11575802838,-175.49,0.428442382813,49.92,49.9,1.07081545064,1.07032590051,,,,,,,,,,,,,,,1.14620360912,0.945102329772,6.99285714286,-2.0,0.222222222222,-5.57,0.209477247085,-2.89,0.202949438202,87.71,1.01375404531,,,8.0,-1.6,9.0,2.25,11.69,11.7,1.72058823529,1.71407624633,23.94,10.43,1.20578034682,,,4.49,0.856870229008,8.6,1.36724960254,1.06117021277,,,,,0.02,0.285714285714,,,,,-0.3,0.204081632653,-1.89,0.268847795164,3.17,1.60913705584,100.0,77.0,1.24193548387,1.0,14.29,0.827925840093,14.0,1.0,67.77,1.03197807218,,,100.0,1.0,12.29,0.911721068249,76.36,1.06129256428,85.33,100.0,1.0,1.03706854643,14.67,0.827878103837,-536.0,1.24651162791,,
BRY,,,1.2,0.521739130435,0.37,0.973684210526,0.15,0.15,0.535714285714,0.535714285714,,,49.15,1.61890645586,7.85,0.214480874317,-50.0,0.0954198473282,0.03,1.0,,,0.08,0.102564102564,31.66,0.852909482759,41.64,1.46310611384,0.47,0.546511627907,,,-158.22,-100.139240506,,,2.16,2.16,1.05365853659,1.05365853659,0.16,0.516129032258,,,,,72.0,1.2,-0.07,-0.0265151515152,11.24,2.70192307692,50.85,50.9,0.73132183908,0.730183802412,,,-10.83,-8.59523809524,0.27,11.53,1.17293997965,0.303370786517,,,,,,,2.41173641174,0.134232954545,0.164347826087,-1.015,-0.0441304347826,-12.14,1.95176848875,-158.21,-100.132911392,91.0,1.01471900089,,,123.0,0.210977701544,-937.0,-8.36607142857,-146.09,-146.1,-18.7307692308,-18.7294871795,182.94,0.6,0.666666666667,6.9,1.11290322581,5.49,1.36228287841,3.38,0.69262295082,3.38214087632,,,,,0.05,0.113636363636,,,8.77,0.684087363495,-23.0,-51.1111111111,-48.28,-50.2916666667,-23.2,-9.54732510288,100.0,642.0,448.637316562,1.0,14.0,1.8064516129,,,22.61,,,,100.0,1.0,2.1,0.509708737864,26.36,5.01140684411,53.74,100.0,1.0,1.04756335283,46.26,0.949897330595,-937.0,16.4385964912,,
BSET,7.4,0.800865800866,7.5,1.18483412322,9.73,1.15833333333,1.65,1.65,1.1301369863,1.1301369863,16.13,1.07748830995,41.61,0.89560912613,3.24,0.613636363636,-14.0,0.777777777778,21.02,1.0164410058,90.75,0.95145732858,1.84,0.906403940887,119.27,0.937657232704,15.43,0.920095408468,0.05,5.0,0.34,1.21428571429,7.4,1.72494172494,1.88,2.16091954023,1.59,1.59,1.03246753247,1.03246753247,5.04,1.02857142857,53.78,,0.83,1.01219512195,18.0,1.5,0.9,0.697674418605,4.28,1.21590909091,58.39,58.4,1.09158878505,1.0905864774,6.26,,53.5,0.679796696315,21.2,3.06,1.06620209059,0.891130727196,,,,,,,0.904742962064,1.67059570942,29.5912487,20.0,2.22222222222,1.36,-9.06666666667,4.74,1.73626373626,34.01,1.09427284427,8.13,0.0447711878407,32.0,1.06666666667,26.0,1.73333333333,6.03,6.0,1.36363636364,1.35810810811,0.23,2.41,0.443830570902,7.6,0.59842519685,5.96,0.941548183254,9.27,0.917821782178,,43.94,0.904487443392,19.4,0.507853403141,1.01,1.0412371134,,,23.66,1.08681672026,7.81,1.95739348371,12.23,2.06587837838,11.73,1.9847715736,100.0,431.0,1.26392961877,1.0,52.14,1.06191446029,11.0,1.0,1.87,,35.88,0.987341772152,100.0,1.0,52.13,0.927085185844,28.26,1.01874549387,37.23,100.0,1.0,1.06798623064,62.77,0.963616825299,67.0,0.971014492754,,
BSQR,0.34,0.971428571429,34.4,1.19278779473,6.64,0.860103626943,2.08,2.08,0.995215311005,0.995215311005,2.9,1.26637554585,80.8,0.976199105956,0.26,0.787878787879,-0.0,,53.79,0.962943071966,,,2.89,1.20920502092,,,55.87,0.994836182336,,,,,6.16,2.48387096774,0.49,2.45,1.5,1.5,0.909090909091,0.909090909091,85.18,0.775703487843,-47.84,-0.0443834193046,0.3,1.07142857143,3.0,0.6,0.43,0.201877934272,2.45,0.469348659004,19.2,19.2,1.11627906977,1.1143354614,7.84,0.828752642706,,,,,,,,,,,,,0.952380952381,1.40688446872,6.205,6.0,3.0,0.12,-1.09090909091,5.72,2.34426229508,2.11,0.745583038869,-45.87,-0.0603219273559,3.0,0.6,6.0,3.0,6.03,6.0,2.30769230769,2.32818532819,,1.05,0.681818181818,0.81,0.551020408163,2.31,0.673469387755,23.93,0.854337736523,,0.74,0.402173913043,,,2.85,1.21276595745,1.54,0.88,6.53,1.00461538462,11.89,2.33137254902,18.61,2.1123723042,18.46,2.1291810842,100.0,107.0,1.11458333333,1.0,11.63,0.902249806051,12.0,1.0,,,7.16,4.50314465409,100.0,1.0,89.24,1.03478664193,30.9,0.856430155211,33.21,100.0,1.0,0.840546697039,66.79,1.10414944619,32.0,1.33333333333,,
BSRR,,,0.32,0.888888888889,,,0.05,0.05,1.25,1.25,14.11,1.0375,,,3.17,0.91091954023,-2.0,1.0,2.71,0.885620915033,,,,,,,,,0.17,0.85,0.42,1.23529411765,34.86,1.10877862595,1.33,1.23148148148,9.44,9.44,1.07885714286,1.07885714286,3.55,1.09907120743,437.0,,1.52,0.767676767677,27.0,1.03846153846,1.51,0.877906976744,35.09,0.913802083333,,,,,0.44,0.897959183673,,,,,,,,,,,,,1.4156029318,1.10789949312,17.4225084545,18.0,1.2,,,23.21,1.03801431127,1.22,0.917293233083,434.0,,30.0,1.03448275862,27.0,1.28571428571,34.86,34.9,1.11146496815,1.10877862595,33.19,,,,,,,,,0.964825581395,,,33.3,1.125,,,,,,,1.05,1.05,9.57,1.15719467956,,,100.0,78.0,1.14705882353,1.0,31.95,0.949762187872,14.0,1.0,4.19,3.77477477477,33.43,1.15714780201,100.0,1.0,,,,,89.41,100.0,1.0,1.00948402394,10.59,0.926509186352,,,,
BSTC,,,7.58,0.64620630861,0.52,0.684210526316,0.59,0.59,1.13461538462,1.13461538462,6.09,1.57364341085,,,,,,,73.28,1.09782771536,,,45.76,1.2212436616,,,44.4,0.428571428571,,,,,63.96,1.27741162373,1.32,2.0,1.02,1.02,0.990291262136,0.990291262136,,,73.05,3.77519379845,1.16,1.43209876543,11.0,1.83333333333,1.1,0.833333333333,46.62,1.06828597617,100.0,100.0,1.0,1.0,0.6,0.631578947368,,,,,,,,,,,,,1.17773803667,1.15561107983,44.1390906818,10.0,2.0,0.47,1.0,42.28,1.28121212121,,,73.05,3.77519379845,11.0,1.83333333333,14.0,2.0,63.49,63.5,1.28024193548,1.27978230196,,3.1,1.20622568093,15.44,0.858254585881,0.11,0.34375,1.31,0.929078014184,,,,,,44.07,1.21471885336,4.55,0.505555555556,8.22,2.33522727273,25.07,1.46436915888,25.62,1.44991511036,25.46,1.44741330301,100.0,23.0,1.64285714286,1.0,31.97,0.772222222222,7.0,1.0,,,33.9,0.998821449617,100.0,1.0,83.96,1.03577596842,1.83,0.847222222222,1.94,100.0,1.0,0.782258064516,98.06,1.00553732568,38.0,1.58333333333,,
BSX,1.15,0.746753246753,7.03,1.01296829971,10.86,0.949300699301,0.43,0.43,0.977272727273,0.977272727273,4.76,0.942574257426,29.06,0.970283806344,3.3,0.940170940171,-247.0,0.953667953668,1.76,0.511627906977,185.22,1.07798859271,1.43,1.13492063492,164.78,1.08272554044,60.0,0.974342318935,0.9,1.5,,,-8.69,1.25942028986,-0.18,2.0,2.87,2.87,1.08712121212,1.08712121212,4.99,1.033126294,-65.05,-3.14707305273,0.35,0.583333333333,353.0,349.504950495,-1.48,0.174322732627,4.72,0.344777209642,70.94,70.9,1.01141226819,1.01270521056,69.86,1.03496296296,-1.29,0.948529411765,5.6,2.22,0.925,1.00900900901,,,,,,,1.14457125879,1.42140165433,18.5118182727,-239.0,2.00840336134,-4.32,1.53191489362,-3.2,1.98757763975,8.22,0.929864253394,-52.72,-3.05092592593,600.0,472.813238771,-327.0,1.08637873754,-4.37,-4.4,1.07317073171,1.07107843137,23.65,4.75,0.909961685824,2.78,1.11646586345,20.45,0.898111550285,1.37,1.00735294118,1.06339928058,39.56,0.943027413588,,,0.66,1.06451612903,11.72,1.05871725384,6.08,1.02529510961,-1.36,1.91549295775,-3.74,2.04371584699,-0.6,-3.0,100.0,7.477,1.01314363144,1.0,39.95,0.978447220181,1.341,1.01283987915,0.02,0.00847457627119,,,100.0,1.0,19.14,0.904536862004,13.4,0.802395209581,65.15,100.0,1.0,1.04894541942,34.85,0.919767748746,1.041,0.00136973684211,,
BTN,11.02,1.09760956175,17.12,0.716617831729,6.13,1.26391752577,1.18,1.18,1.14563106796,1.14563106796,3.28,0.706896551724,81.05,1.00185414091,0.48,0.230769230769,-0.0,0.0,33.01,1.32198638366,80.11,0.843707214323,2.58,0.793846153846,57.73,0.830647482014,62.17,0.803541424325,,,,,-4.81,9.81632653061,-1.24,,1.5,1.5,1.08695652174,1.08695652174,7.23,1.08885542169,,,0.16,-1.14285714286,8.0,-1.33333333333,-0.43,-0.000304209409268,8.12,-1.36470588235,18.95,18.9,0.989528795812,0.992146596859,1.64,0.672131147541,-105.33,12.0102622577,14.5,6.32,1.20380952381,0.925925925926,,,,,,,1.64870174843,1.12990497485,4.59409090909,-17.0,inf,0.53,0.375886524823,-18.82,,17.6,1.13915857605,,,8.0,-2.0,-5.0,2.5,-5.34,-5.3,2.78947368421,2.81052631579,0.46,4.1,0.568654646325,12.04,1.16104146577,6.86,1.30916030534,7.49,1.23190789474,-46.0,39.8,0.76656394453,,,1.89,0.85520361991,,,5.87,1.2436440678,-22.26,,-31.77,3177.0,-32.12,49.4153846154,100.0,93.0,0.978947368421,1.0,23.82,1.13374583532,14.0,1.0,,,,,100.0,1.0,68.72,0.957903540563,26.57,1.20335144928,33.43,100.0,1.0,1.22364568082,66.57,0.915932856357,28.0,0.622222222222,,
BUKS,4.51,1.36666666667,4.14,0.554959785523,3.11,1.156133829,1.13,1.13,1.01801801802,1.01801801802,0.34,1.0303030303,66.87,1.0206043956,7.82,12.8196721311,-4.0,inf,14.89,0.991344873502,77.45,0.89053696677,1.7,1.08280254777,77.55,0.950950337216,18.74,0.835860838537,0.32,1.0,,,2.05,1.76724137931,,,1.93,1.93,0.984693877551,0.984693877551,3.95,1.1755952381,,,0.07,1.4,0.0,0.0,11.26,0.21813250678,0.65,0.0531479967294,33.13,33.1,0.959420289855,0.960846867749,14.09,1.56904231626,1.85,1.34057971014,16.92,4.71,1.05133928571,1.11315789474,,,,,,,1.07614213198,1.12571428571,0.187619047619,0.0,,-0.75,0.257731958763,0.06,0.25,26.88,0.884210526316,,,4.0,0.666666666667,1.0,0.5,2.8,2.8,0.682926829268,0.689655172414,6.13,2.07,1.04545454545,21.0,1.00190839695,9.27,1.26466575716,5.38,0.957295373665,0.82949932341,18.84,1.10888758093,,,0.85,0.955056179775,,,19.48,1.19656019656,0.06,0.230769230769,0.13,0.245283018868,3.04,0.745098039216,100.0,47.0,1.0,1.0,24.2,1.05125977411,62.0,1.01639344262,9.43,0.693892568065,14.27,2.36650082919,100.0,1.0,38.03,0.958900655572,22.42,0.889682539683,48.21,100.0,1.0,0.985889570552,51.79,1.01350293542,6.0,1.0,,
BUSE,,,,,,,0.05,0.05,1.25,1.25,12.95,1.04943273906,,,2.33,0.991489361702,-4.0,1.0,7.98,0.861771058315,,,,,,,,,0.36,1.24137931034,0.62,1.08771929825,33.81,1.07881301851,1.32,1.2,10.72,10.72,1.05615763547,1.05615763547,2.78,1.12550607287,,,1.94,0.881818181818,57.0,0.890625,1.47,0.75,32.5,0.810878243513,,,,,0.82,1.09333333333,,,,,,,,,,,,,1.45149743105,1.12042221841,20.3953014545,39.0,1.18181818182,-0.91,0.728,21.69,1.08667334669,1.58,0.902857142857,-970.0,,62.0,0.911764705882,60.0,1.2,33.81,33.8,1.07987220447,1.07881301851,20.66,,,,,,,,,0.977756743966,,,49.6,0.964980544747,,,,,,,1.0,1.12359550562,10.44,1.14599341383,,,100.0,177.0,1.09937888199,1.0,44.63,0.964139122921,29.0,1.0,,,34.67,0.994835007174,100.0,1.0,,,,,90.67,100.0,1.0,1.02835431553,9.33,0.788672865596,,,,
BVSN,1.71,1.48695652174,5.44,0.692111959288,5.12,1.15837104072,0.26,0.26,0.896551724138,0.896551724138,5.83,0.764089121887,36.99,1.10319117208,0.17,0.944444444444,-0.0,,90.44,1.02019176537,,,5.53,0.724770642202,,,97.36,1.06288209607,,,,,-120.82,1.76045461169,-2.36,1.19191919192,1.26,1.26,1.07692307692,1.07692307692,80.36,1.15343763456,,,-1.58,0.854054054054,-8.0,0.8,0.72,0.685714285714,-87.03,1.18199103626,63.01,63.0,0.947368421053,0.947946442004,,,,,,,,,,,,,,,0.846288197001,0.997656309065,5.99818181818,-11.0,1.22222222222,-18.51,1.3053596615,-121.13,1.73563547786,0.27,0.771428571429,,,-8.0,0.8,-10.0,1.42857142857,-102.31,-102.3,1.88051470588,1.87897153352,,3.41,1.2723880597,0.44,0.95652173913,2.85,1.54054054054,9.81,1.49542682927,,53.97,1.3677141409,,,5.34,0.719676549865,76.46,1.42066146414,3.75,0.942211055276,-30.9,1.52291769345,-37.42,1.55981659025,-37.42,1.55981659025,100.0,9.0,0.642857142857,1.0,88.86,1.32429210134,5.0,1.0,,,,,100.0,1.0,99.29,1.00110909458,17.95,1.38076923077,20.8,100.0,1.0,1.40067340067,79.2,0.930123311803,26.0,0.722222222222,,
BVX,3.86,0.6176,9.3,1.15960099751,8.48,1.06666666667,1.04,1.04,1.09473684211,1.09473684211,0.91,4.13636363636,57.46,0.851007109005,1.43,0.627192982456,-0.0,0.0,37.54,1.62581203984,126.33,0.909896283492,5.35,1.3112745098,125.7,0.910209992759,30.4,1.1580952381,0.13,,,,-18.11,0.377370285476,0.24,-0.233009708738,1.34,1.34,,,4.29,1.08607594937,,,-0.23,1.64285714286,-6.0,6.0,1.16,19.3333333333,-21.03,5.56349206349,42.54,42.5,1.30769230769,1.30972906404,6.42,0.820971867008,-32.62,,18.94,2.9,1.09848484848,0.821335646141,,,,,,,2.08793849111,0.509237734002,1.89181818182,-5.0,0.294117647059,5.56,-0.206999255398,28.33,-0.430547112462,21.65,0.774043618162,,,-6.0,inf,-7.0,1.16666666667,-23.67,-23.7,1.12322274882,1.12020823474,,4.31,0.55974025974,1.84,0.786324786325,2.7,0.0409090909091,,,,29.77,1.16653605016,,,3.57,1.74146341463,7.32,1.4296875,12.01,0.864028776978,29.72,-0.473248407643,77.03,-0.367614775222,59.93,-0.395734284205,100.0,30.0,1.07142857143,1.0,58.89,1.21422680412,28.0,1.55555555556,0.76,0.791666666667,,,100.0,1.0,70.09,1.13285922095,13.1,0.863546473303,25.58,100.0,1.0,0.272301469023,74.42,12.2805280528,18.0,1.5,,
BWA,13.86,1.02287822878,18.83,0.942914371557,6.29,0.85,1.0,1.0,0.854700854701,0.854700854701,16.95,1.02851941748,78.77,0.998985415346,7.2,1.06194690265,-577.0,1.02486678508,6.53,0.591485507246,31.52,1.35047129392,1.33,0.970802919708,35.5,1.32166790767,59.69,1.19763242376,0.6,3.0,0.52,1.01960784314,11.55,0.978813559322,2.7,0.944055944056,2.48,2.48,1.24,1.24,3.53,0.856796116505,21.69,-1.04985479187,0.63,0.623762376238,291.0,1.21757322176,0.48,1.33333333333,3.62,1.25694444444,21.23,21.2,1.00473933649,1.00378250591,26.03,1.38678742674,16.34,0.585034013605,8.18,10.28,0.756438557763,1.16857142857,,,,,,,0.951964928321,0.775370778353,41.6952137727,610.0,0.931297709924,-0.16,-0.8,7.6,0.962025316456,27.69,0.955816361754,8.24,0.71341991342,867.0,1.08239700375,940.0,0.97510373444,11.71,11.7,1.00862068966,1.00948275862,0.94,1.91,0.616129032258,10.82,0.969534050179,9.11,0.905566600398,0.44,2.0,0.862385321101,63.67,1.19321589205,18.9,1.07386363636,0.95,0.922330097087,,,6.11,0.834699453552,7.59,0.818770226537,17.01,0.930525164114,11.68,0.839683680805,100.0,8.023,0.966044551475,1.0,8.57,1.01420118343,226.0,0.986899563319,4.99,0.578215527231,30.25,1.01340033501,100.0,1.0,35.46,0.862773722628,26.66,0.888666666667,59.81,100.0,1.0,1.19691815089,40.19,0.803318009194,778.0,0.968866749689,,
BWLD,4.17,0.956422018349,5.19,1.16367713004,7.2,0.811724915445,1.88,1.88,0.969072164948,0.969072164948,34.59,1.18906840839,77.01,1.01838138059,9.52,1.04961411246,-173.0,1.26277372263,1.89,0.142857142857,-0.88,0.567741935484,0.75,0.555555555556,3.56,1.04705882353,6.28,1.03973509934,0.11,,,,7.51,0.840985442329,4.97,1.00404040404,1.64,1.64,1.10067114094,1.10067114094,3.3,1.01851851852,-19.51,-0.199264630783,3.91,1.17417417417,65.0,0.8125,0.68,0.8,3.57,0.67358490566,22.99,23.0,0.94262295082,0.942986054143,22.7,2.55918827508,,,1.43,102.48,0.955613577023,1.02877697842,,,,,,,1.03802805391,0.92071775345,159.971362727,95.0,1.01063829787,-0.13,6.5,5.24,0.843800322061,56.39,0.973416191956,8.9,0.414531904984,237.0,1.0871559633,138.0,1.01470588235,7.64,7.6,0.844444444444,0.853631284916,7.45,9.93,0.838682432432,2.47,1.08810572687,14.31,1.44984802432,13.2,1.36504653568,1.1037037037,10.72,0.975432211101,,,0.29,0.376623376623,,,58.09,0.960959470637,9.87,0.817729908865,15.47,0.854696132597,13.83,0.76408839779,100.0,1.813,1.19591029024,1.0,7.9,0.910138248848,19.0,1.0,,,30.31,0.992468893255,100.0,1.0,18.44,0.59637774903,24.58,1.07336244541,38.89,100.0,1.0,1.18639414277,61.11,0.909104433204,-66.0,-0.970588235294,,
BWP,2.49,1.97619047619,1.63,1.11643835616,1.83,1.01666666667,0.15,0.15,1.0,1.0,17.16,1.01960784314,24.72,0.95444015444,29.98,0.914582062233,-375.0,0.928217821782,0.04,0.5,-48.26,1.44102717229,0.54,0.794117647059,8.75,3.19343065693,32.11,1.05313217448,0.8,0.888888888889,0.4,1.0,17.81,1.49287510478,0.87,0.925531914894,1.92,1.92,0.96,0.96,0.16,0.941176470588,,,0.81,1.42105263158,202.0,1.85321100917,0.91,1.93617021277,16.16,1.82598870056,75.28,75.3,1.01619433198,1.01592442645,2.86,0.989619377163,2.26,1.19576719577,0.13,41.73,0.313453015849,2.6,,,,,,,1.52641237219,0.725863114485,11.4254367727,222.0,0.952789699571,-13.87,0.681907571288,17.41,0.91970417327,92.22,0.997296420461,,,576.0,1.12062256809,396.0,0.994974874372,31.68,31.7,0.981424148607,0.981716764797,33.16,0.25,1.08695652174,2.88,1.02491103203,5.26,1.0562248996,2.39,2.06034482759,1.04572690003,89.12,1.33573141487,51.9,0.517447657029,0.44,0.771929824561,,,11.37,0.949874686717,2.64,0.910344827586,5.16,0.892733564014,5.05,0.961904761905,100.0,1.249,1.01297648013,1.0,10.44,1.03060217177,249.0,1.02469135802,,,0.22,0.814814814815,100.0,1.0,2.05,1.12637362637,7.91,1.47574626866,100.0,100.0,1.0,1.0,,,-144.0,2.05714285714,,
BX,,,8.23,1.53544776119,15.75,1.29310344828,0.17,0.17,0.708333333333,0.708333333333,8.49,0.911922663802,,,1.28,3.2,-59.0,1.96666666667,71.75,0.935097093705,,,4.5,0.852272727273,,,46.05,1.3045325779,0.63,0.807692307692,2.9,1.51041666667,39.06,0.733383402178,1.04,0.403100775194,2.34,2.34,0.850909090909,0.850909090909,34.26,0.624384909787,,,1.43,0.304255319149,2.338,1.43876923077,3.29,3.19417475728,50.31,2.31736526946,,,,,9.16,1.28471248247,,,,,,,,,,,,,0.996417026035,0.963612878905,27.8015631818,710.0,447.949526814,5.58,1.16736401674,15.28,0.721776098252,0.6,1.39534883721,,,2.397,1.44833836858,1.556,0.428768255718,33.48,33.5,0.690721649485,0.690594059406,3.11,3.52,0.613240418118,6.74,1.45887445887,20.11,0.687756497948,16.67,1.19241773963,1.91975308642,,,168.6,2.70192307692,4.31,0.872469635628,,,7.93,0.766924564797,2.63,0.507722007722,6.72,0.454668470907,4.17,0.501805054152,100.0,4.647,0.620841683367,1.0,63.41,1.27099619162,1.188,0.00193800978793,,,10.49,1.43698630137,100.0,1.0,83.49,0.950694602596,32.43,1.24015296367,100.0,100.0,1.0,1.0,,,14.629,0.652090576803,,
