Stock,Accounts Payable,Accounts Payable YOY,Accounts Receivable,Accounts Receivable YOY,Accrued Liabilities,Accrued Liabilities YOY,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * HKD,Book Value Per Share * HKD YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,COGS,COGS YOY,Cap Ex as a % of Sales,Cap Ex as a % of Sales YOY,Cap Spending HKD Mil,Cap Spending HKD Mil YOY,Cap Spending USD Mil,Cap Spending USD Mil YOY,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,Cash Conversion Cycle,Cash Conversion Cycle YOY,Current Ratio,Current Ratio YOY,Days Inventory,Days Inventory YOY,Days Sales Outstanding,Days Sales Outstanding YOY,Debt/Equity,Debt/Equity YOY,Dividends HKD,Dividends HKD YOY,Dividends USD,Dividends USD YOY,EBT Margin,EBT Margin YOY,Earnings Per Share HKD,Earnings Per Share HKD YOY,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Financial Leverage (Average) YOY,Financial Leverage YOY,Fixed Assets Turnover,Fixed Assets Turnover YOY,Free Cash Flow Growth % YOY,Free Cash Flow Growth % YOY YOY,Free Cash Flow HKD Mil,Free Cash Flow HKD Mil YOY,Free Cash Flow Per Share * HKD,Free Cash Flow Per Share * HKD YOY,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Free Cash Flow/Sales % YOY,Gross Margin,Gross Margin %,Gross Margin % YOY,Gross Margin YOY,Intangibles,Intangibles YOY,Interest Coverage,Interest Coverage YOY,Inventory,Inventory Turnover,Inventory Turnover YOY,Inventory YOY,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income HKD Mil,Net Income HKD Mil YOY,Net Income USD Mil,Net Income USD Mil YOY,Net Int Inc & Other,Net Int Inc & Other YOY,Net Margin %,Net Margin % YOY,Net PP&E,Net PP&E YOY,Operating Cash Flow Growth % YOY,Operating Cash Flow Growth % YOY YOY,Operating Cash Flow HKD Mil,Operating Cash Flow HKD Mil YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income HKD Mil,Operating Income HKD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Operating Margin % YOY,Operating Margin YOY,Other,Other Current Assets,Other Current Assets YOY,Other Long-Term Assets,Other Long-Term Assets YOY,Other Long-Term Liabilities,Other Long-Term Liabilities YOY,Other Short-Term Liabilities,Other Short-Term Liabilities YOY,Other YOY,Payables Period,Payables Period YOY,Payout Ratio % *,Payout Ratio % * YOY,Quick Ratio,Quick Ratio YOY,R&D,R&D YOY,Receivables Turnover,Receivables Turnover YOY,Return on Assets %,Return on Assets % YOY,Return on Equity %,Return on Equity % YOY,Return on Invested Capital %,Return on Invested Capital % YOY,Revenue,Revenue HKD Mil,Revenue HKD Mil YOY,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,SG&A,SG&A YOY,Shares Mil,Shares Mil YOY,Short-Term Debt,Short-Term Debt YOY,Tax Rate %,Tax Rate % YOY,Total Assets,Total Assets YOY,Total Current Assets,Total Current Assets YOY,Total Current Liabilities,Total Current Liabilities YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital HKD Mil,Working Capital HKD Mil YOY,Working Capital USD Mil,Working Capital USD Mil YOY,index,index YOY
DIT,15.1,1.01274312542,30.63,1.14805097451,8.78,0.986516853933,11.5,11.5,1.00700525394,1.00700525394,,,89.22,1.08289841,93.81,1.00213652388,0.23,1.35294117647,,,-3.0,1.5,0.09,0.346153846154,18.14,1.03775743707,3.0,1.03806228374,14.12,1.03823529412,9.1,0.989130434783,0.36,0.947368421053,,,0.72,1.0,0.69,0.811764705882,,,6.75,0.86649550706,2.07,2.07,0.971830985915,0.971830985915,92.12,0.995461422088,,,,,,,17.04,2.18181818182,5.0,1.25,0.98,1.58064516129,0.39,1.3,6.19,6.2,0.96875,0.968701095462,9.94,0.946666666667,10.19,0.996089931574,40.15,25.85,0.963114754098,0.925968634686,0.970125470105,1.05742185707,82.0421612857,,,5.0,0.833333333333,-0.07,1.0,0.39,0.829787234043,12.66,1.02926829268,,,,,8.0,1.33333333333,,,9.0,0.818181818182,0.76,0.8,0.888888888889,0.835164835165,0.19,6.11,0.951713395639,0.41,0.872340425532,6.0,0.986842105263,,,0.95,5.08,0.954887218045,11.5,1.45569620253,1.2,1.18811881188,,,40.11,1.01134644478,4.43,0.831144465291,9.31,0.809565217391,7.57,0.824618736383,100.0,,,1.237,1.02146985962,1.0,5.23,0.992409867173,1.0,1.0,0.31,0.329787234043,42.27,0.988771929825,100.0,1.0,76.98,1.00325817803,25.67,0.966490963855,48.99,100.0,1.0,0.971638238794,51.01,1.02884227511,,,56.0,1.05660377358,,
DK,16.5,0.776836158192,6.81,0.77036199095,4.25,1.05459057072,2.91,2.91,0.912225705329,0.912225705329,,,18.09,1.13988657845,92.67,0.975884582982,3.09,1.21176470588,,,-256.0,1.15315315315,15.36,1.08858965273,11.29,1.11012782694,1.46,1.11450381679,27.02,1.06336088154,9.81,0.922859830668,0.53,1.325,,,0.6,1.09090909091,3.94,1.66244725738,,,3.35,1.70918367347,2.89,2.89,0.953795379538,0.953795379538,6.1,0.841379310345,,,,,,,-0.08,-0.0860215053763,60.0,-0.504201680672,0.3,-0.294117647059,0.72,-0.521739130435,7.33,7.3,1.46,1.45436507937,3.12,1.0297029703,9.07,1.39969135802,16.24,13.51,0.940807799443,0.684654300169,0.922156444758,0.909954220513,26.2065824091,,,198.0,1.67796610169,-0.47,1.30555555556,2.39,1.77037037037,50.11,1.11084016848,209.17,-2.68648856923,,,316.0,3.06796116505,,,367.0,1.54852320675,4.4,4.4,1.62962962963,1.61172161172,1.33,4.73,1.53074433657,3.63,1.72857142857,35.71,1.23649584488,6.95,0.595034246575,1.29126213592,25.53,0.986857363742,22.9,1.42236024845,0.75,1.25,,,37.2,1.08328479907,6.94,1.61020881671,20.51,1.59859703819,15.4,1.41154903758,100.0,,,8.324,0.956122214565,1.0,1.6,1.25,59.0,0.983333333333,1.95,1.63865546218,31.01,0.903554778555,100.0,1.0,43.14,0.866961414791,29.65,0.77760293732,65.36,100.0,1.0,0.975376809431,34.64,1.05001515611,,,390.0,1.18541033435,,
DKS,18.31,1.0421172453,2.22,1.27586206897,5.96,0.90303030303,2.09,2.09,1.05555555556,1.05555555556,,,13.5,0.971223021583,68.71,1.00277291302,4.6,1.22666666667,,,-286.0,1.30593607306,5.92,0.49539748954,56.6,1.08449894616,1.62,1.01886792453,99.53,1.03300467047,2.8,1.22807017544,,,,,0.5,1.0,8.79,1.04767580453,,,2.69,1.1645021645,1.82,1.82,1.0,1.0,6.46,0.895977808599,,,,,,,0.31,0.158163265306,118.0,0.538812785388,0.35,0.466666666667,1.9,0.505319148936,31.29,31.3,0.993650793651,0.993964421855,9.73,0.938283510125,187.45,2.2809686055,40.11,3.67,0.968337730871,1.05663856691,0.983809735698,1.1617636104,53.0073551905,,,338.0,1.16151202749,0.15,-0.258620689655,5.43,1.09036144578,35.31,1.21381918185,-785.0,-1.15611192931,,,404.0,0.922374429224,,,537.0,1.02480916031,8.64,8.6,0.955555555556,0.963210702341,,4.5,1.24653739612,2.22,0.421252371917,12.27,1.18208092486,5.06,0.944029850746,,45.73,0.984711455642,19.2,0.474074074074,0.25,0.625,,,130.25,0.814215165344,11.33,1.1467611336,20.59,1.14008859358,20.55,1.18512110727,100.0,,,6.213,1.06459904044,1.0,22.65,1.00621945802,126.0,1.0,,,38.18,0.939237392374,100.0,1.0,52.75,0.954578356858,32.64,0.941991341991,44.91,100.0,1.0,0.997335109927,55.09,1.00218300891,,,617.0,1.03697478992,,
DLA,16.28,1.00618046972,19.79,0.800890327803,5.36,0.97277676951,1.28,1.28,0.825806451613,0.825806451613,,,17.63,,81.07,1.04364057673,1.96,1.20987654321,,,-9.0,1.125,0.17,0.894736842105,158.8,0.977591726176,2.67,0.787610619469,161.23,1.04817318944,54.95,0.999454347035,0.83,1.23880597015,,,,,-1.65,-0.816831683168,,,-0.12,-0.111111111111,2.57,2.57,1.1628959276,1.1628959276,11.04,0.887459807074,-71.3,,,,,,1.45,,5.0,0.208333333333,-5.29,-2.00378787879,1.12,0.226720647773,18.93,18.9,0.847533632287,0.84811827957,16.99,2.3052917232,-0.29,-0.0833333333333,45.74,2.26,0.95358649789,0.894407508799,1.8893689497,0.532264663545,8.92714285714,,,-1.0,-0.111111111111,-1.28,1.58024691358,-0.21,-0.112299465241,11.56,0.913833992095,-48.62,,,,14.0,0.4375,,,-2.0,-0.142857142857,-0.37,-0.4,-0.142857142857,-0.13074204947,0.25,4.71,1.69424460432,1.04,0.904347826087,2.4,2.05128205128,,,1.92307692308,57.38,1.23770491803,,,0.76,0.710280373832,,,6.64,1.0,-0.27,-0.0931034482759,-0.69,-0.105182926829,1.05,0.200764818356,100.0,,,453.0,0.922606924644,1.0,19.05,0.983987603306,8.0,1.0,4.37,3.86725663717,,,100.0,1.0,70.41,0.893301192591,26.34,1.13436692506,61.02,100.0,1.0,1.11411356582,38.98,0.861817377847,,,156.0,0.901734104046,,
DLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735016474758,1.30757710777,42.455944381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLR,,,1.43,0.764705882353,,,0.17,0.17,1.0625,1.0625,,,22.22,0.968191721133,31.13,1.01071428571,54.24,0.591236102027,,,-877.0,644.852941176,0.43,0.728813559322,,,0.87,1.04819277108,,,37.14,0.841032608696,1.65,0.970588235294,,,3.32,1.0641025641,12.91,0.594656840166,,,0.99,0.466981132075,3.37,3.37,1.01506024096,1.01506024096,0.2,1.11111111111,,,,,,,-2.4,0.40404040404,-221.0,0.314366998578,-1.1,0.491071428571,-13.66,0.28782132322,68.87,68.9,0.995664739884,0.995231213873,5.2,1.42076502732,2.09,0.771217712177,,,,,1.15176531568,1.5224389918,61.1483086364,,,200.0,0.636942675159,-3.09,0.762962962963,8.21,0.448144104803,85.11,0.991611324712,-8.0,,,,656.0,1.0,,,259.0,0.678010471204,16.0,16.0,0.62015503876,0.621118012422,46.49,4.7,1.15763546798,3.13,0.784461152882,2.67,0.743732590529,7.57,0.958227848101,1.21988979271,,,190.1,1.33216538192,0.25,0.806451612903,,,9.83,1.18863361548,1.38,0.469387755102,4.62,0.494117647059,4.11,0.671568627451,100.0,,,1.616,1.09041835358,1.0,6.38,1.19699812383,134.0,1.046875,,,2.51,6.275,100.0,1.0,6.56,1.00613496933,7.57,0.958227848101,59.29,100.0,1.0,0.9453125,40.71,1.09200643777,,,-96.0,0.716417910448,,
DLTR,14.21,1.12867355044,,,3.44,0.955555555556,2.84,2.84,0.975945017182,0.975945017182,,,4.61,0.68094534712,64.42,1.00452206456,4.21,0.997630331754,,,-330.0,1.05769230769,9.66,0.664831383345,,,2.01,0.922018348624,72.52,1.0245832156,,,0.65,4.33333333333,,,,,12.17,0.91918429003,,,2.72,1.01492537313,2.37,2.37,1.43636363636,1.43636363636,7.63,0.921497584541,,,,,,,1.66,0.988095238095,463.0,1.2650273224,0.78,1.32203389831,5.91,1.1963562753,35.58,35.6,0.991643454039,0.991915249512,6.11,0.969841269841,,,37.35,5.03,0.97480620155,1.0577740017,1.28422757026,1.37022104235,54.0499999048,,,597.0,0.964458804523,-0.2,-0.25,7.61,0.908114558473,39.47,1.1306215984,,,,,793.0,1.16961651917,,,970.0,1.05434782609,12.38,12.4,1.0,0.995176848875,,2.72,0.735135135135,4.69,0.893333333333,5.7,1.03448275862,3.99,1.04724409449,,26.75,1.09766105868,,,0.39,0.661016949153,,,,,21.6,0.885972108285,42.05,1.02261673152,30.76,0.878857142857,100.0,,,7.84,1.06017579446,1.0,23.21,0.990610328638,219.0,0.952173913043,0.46,0.884615384615,37.47,1.0198693522,100.0,1.0,49.73,0.928838251774,24.76,1.00773300773,57.77,100.0,1.0,1.46587160619,42.23,0.69697969962,,,692.0,0.868255959849,,
DLX,5.17,1.13626373626,6.73,1.19964349376,10.1,1.08485499463,1.03,1.03,0.971698113208,0.971698113208,,,12.15,1.1750483559,36.22,1.0228748941,2.46,1.04237288136,,,-41.0,1.10810810811,3.64,0.472114137484,-5.2,0.565832426551,0.68,1.04615384615,20.58,1.21058823529,21.99,1.20559210526,0.61,0.871428571429,,,1.15,1.15,17.75,1.00112803158,,,3.96,1.08493150685,2.61,2.61,0.915789473684,0.915789473684,17.72,1.14915693904,6.8,0.936639118457,,,,,4.76,1.13333333333,239.0,1.06696428571,1.2,1.0,14.29,1.01060820368,63.78,63.8,0.987616099071,0.987459359034,63.7,1.02395113326,9.14,1.09592326139,2.33,17.73,0.825418994413,1.25945945946,0.946733105436,1.23067610476,58.3628200455,,,200.0,1.06951871658,-2.12,0.909871244635,11.87,1.00764006791,5.19,0.803405572755,7.22,1.01120448179,,,280.0,1.06870229008,,,333.0,1.04716981132,19.87,19.9,0.990049751244,0.990528414756,0.95,6.18,1.19535783366,12.22,1.11191992721,10.68,1.16466739368,2.87,2.65740740741,1.04395604396,47.77,1.07517443169,29.7,1.06451612903,0.38,0.883720930233,,,16.6,0.829585207396,12.2,0.974440894569,33.18,0.874077976818,18.66,1.00161030596,100.0,,,1.674,1.05615141956,1.0,42.96,0.984869325997,50.0,0.980392156863,9.53,0.585380835381,32.77,0.975587972611,100.0,1.0,18.89,0.928711897738,27.67,0.886290839206,61.65,100.0,1.0,0.949484059757,38.35,1.09352723125,,,-148.0,0.865497076023,,
DMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67674998191,1.50529718918,0.123275238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,,,,,,,,,
DMLP,1.0,1.23456790123,10.82,0.936796536797,,,0.62,0.62,1.10714285714,1.10714285714,,,3.33,0.90243902439,8.37,1.07445442875,,,,,,,16.32,1.21338289963,,,26.86,0.904986522911,,,47.78,0.917963496638,,,,,1.9,1.10465116279,69.42,1.04927448609,,,1.42,1.03649635036,1.01,1.01,1.0,1.0,0.84,1.16666666667,224.0,-44.8,,,,,1.99,1.11173184358,58.0,1.03571428571,1.27,0.984496124031,88.48,1.03340341042,91.63,91.6,0.993492407809,0.99371000976,,,,,,,,,0.468786480514,1.04452777766,21.2378711364,,,45.0,1.02272727273,1.09,4.03703703704,66.97,1.0483719474,72.84,0.971459055748,224.0,-44.8,,,58.0,1.03571428571,,,45.0,1.04651162791,68.32,68.3,1.03641881639,1.0368796479,15.42,,,0.02,1.0,,,0.01,0.333333333333,0.772932330827,63.09,1.30486039297,122.5,1.06800348736,26.86,0.904986522911,,,7.64,1.08987161198,41.51,1.16699465842,41.9,1.17039106145,33.38,1.23675435346,100.0,,,65.0,0.984848484848,1.0,7.88,1.23704866562,31.0,1.0,,,,,100.0,1.0,27.14,1.0856,1.01,1.20238095238,1.01,100.0,1.0,1.18823529412,98.99,0.998386283409,,,25.0,0.925925925926,,
DMRC,,,7.92,0.775710088149,,,0.45,0.45,0.737704918033,0.737704918033,,,5.32,0.731774415406,32.86,1.40008521517,10.09,1.28698979592,,,-3.0,1.0,66.75,1.28711916699,,,9.03,1.40435458787,,,73.85,1.4072027439,,,,,0.22,0.5,-59.12,8.97116843703,,,-2.22,22.2,1.1,1.1,0.982142857143,0.982142857143,9.55,0.525591634562,,,,,,,-1.34,-2.62745098039,-9.0,-9.0,0.59,-0.409722222222,-36.33,-17.3827751196,67.14,67.1,0.877124183007,0.877303018424,13.64,0.997076023392,,,,,,,1.19820424156,1.54562705557,28.5013632727,,,-16.0,16.0,0.21,0.677419354839,-61.66,42.524137931,5.18,1.23627684964,,,,,-7.0,-2.33333333333,,,-15.0,7.5,-59.33,-59.3,8.59420289855,8.59855072464,,4.55,1.56896551724,1.96,0.11415259173,0.35,0.402298850575,8.78,0.869306930693,,,,,,8.51,1.38599348534,53.44,1.52250712251,4.94,0.709770114943,-27.61,31.0224719101,-30.72,31.3469387755,-30.72,31.3469387755,100.0,,,26.0,0.742857142857,1.0,73.03,1.51106972895,7.0,1.0,,,,,100.0,1.0,79.21,1.21936576355,8.78,0.869306930693,9.13,100.0,1.0,0.8322698268,90.87,1.02066719083,,,40.0,1.29032258065,,
DNB,1.58,0.721461187215,26.84,0.966858789625,11.07,1.03361344538,0.87,0.87,1.02352941176,1.02352941176,,,-30.42,0.949141965679,33.46,0.994353640416,3.4,0.960451977401,,,-53.0,0.963636363636,16.08,1.28846153846,,,0.81,0.84375,,,113.46,0.996311907271,,,,,1.76,1.1,21.47,0.866075030254,,,7.99,1.22171253823,,,,,50.2,1.21608527132,-5.97,3.26229508197,,,,,6.77,0.94950911641,262.0,0.942446043165,0.89,0.824074074074,16.51,0.924929971989,66.54,66.5,1.0015060241,1.00286360211,37.28,0.910823356951,9.05,0.843429636533,,,,,0.884304559686,1.03464609367,116.979320955,,,294.0,1.13513513514,-4.49,1.76078431373,17.51,1.12099871959,1.38,0.66028708134,-5.34,0.779562043796,,,316.0,0.948948948949,,,411.0,0.964788732394,25.96,26.0,0.952380952381,0.949524506218,4.25,4.2,1.28834355828,14.22,1.05567928731,34.16,1.13187541418,29.45,0.92668344871,0.890985324948,23.83,0.87353372434,23.1,0.987179487179,0.74,0.831460674157,,,3.22,1.0031152648,15.19,1.14039039039,,,,,100.0,,,1.585,1.01732991014,1.0,36.33,1.06103971963,36.0,0.9,15.16,1516.0,15.09,0.44097019287,100.0,1.0,47.12,1.08296943231,58.35,1.29407850965,160.58,100.0,1.0,1.03293451692,-60.58,1.09231878832,,,-223.0,7.68965517241,,
DNR,1.51,0.747524752475,2.66,0.920415224913,2.28,0.841328413284,0.2,0.2,0.909090909091,0.909090909091,,,15.14,1.04054982818,37.24,0.963518758085,44.18,0.936413734633,,,-1.076,0.90648694187,0.18,1.8,,,1.27,2.08196721311,,,36.66,0.846651270208,0.62,1.01639344262,,,0.25,,41.99,1.64537617555,,,1.81,1.63063063063,2.23,2.23,1.0045045045,1.0045045045,0.24,0.857142857143,,,,,,,0.45,1.95652173913,147.0,0.844827586207,0.23,0.547619047619,6.03,0.873913043478,62.76,62.8,1.02446982055,1.02298288509,10.08,0.925619834711,6.59,1.18312387792,,,,,0.341703221995,0.468561878429,7.26175077273,,,635.0,1.5487804878,10.08,-1.02857142857,26.1,1.60417947142,81.34,0.973315783176,,,,,1.223,0.898603967671,,,777.0,0.874015748031,31.91,31.9,0.903682719547,0.903454133635,24.35,3.54,6.67924528302,2.19,1.07881773399,22.38,1.03419593346,0.64,1.39130434783,1.20187561698,86.68,0.714062113848,18.3,,0.57,1.09615384615,,,9.96,1.18149466192,5.18,1.45098039216,11.55,1.46946564885,8.26,1.43652173913,100.0,,,2.435,0.967421533572,1.0,6.5,1.12651646447,351.0,0.948648648649,0.28,0.903225806452,37.85,1.04442604857,100.0,1.0,6.39,1.81534090909,5.03,0.877835951134,55.19,100.0,1.0,1.002907505,44.81,0.996442072493,,,173.0,-0.662835249042,,
DO,1.73,1.54464285714,5.78,1.03956834532,4.33,0.97963800905,0.34,0.34,0.918918918919,0.918918918919,,,32.61,0.971982116244,56.83,1.00744548839,72.22,2.20250076243,,,-2.033,0.00212212943633,3.11,0.124449779912,,,1.05,0.287671232877,,,58.97,1.02663649025,0.45,0.9375,,,0.5,1.0,18.3,0.690305545077,,,2.81,0.711392405063,1.8,1.8,0.994475138122,0.994475138122,0.45,0.789473684211,,,,,,,-2.54,-1.52095808383,-1.04,-0.00962962962963,-2.69,-13.45,-36.95,-9.95956873315,43.17,43.2,0.990825688073,0.99036476256,,,9.3,0.289089213553,,,,,0.616663349919,0.662234072644,34.4596447273,,,387.0,0.704918032787,-2.04,2.17021276596,13.75,0.731772219266,86.59,1.32908672295,-686.0,,,,993.0,931.519699812,,,573.0,0.714463840399,20.34,20.3,0.740875912409,0.740983606557,19.92,2.31,1.25543478261,2.2,0.894308943089,8.96,0.983534577387,0.98,,1.43103448276,26.54,1.25603407478,18.1,1.58771929825,0.83,0.241279069767,,,6.19,0.974803149606,4.72,0.672364672365,8.52,0.715365239295,6.26,0.74435196195,100.0,,,2.815,0.96404109589,1.0,2.91,1.31081081081,138.0,0.992805755396,3.12,1.04697986577,24.88,0.854102300034,100.0,1.0,11.21,0.346094473603,10.68,1.20134983127,44.5,100.0,1.0,0.994635672776,55.5,1.00434310532,,,42.0,21.2873796249,,
DORM,10.26,0.886010362694,35.5,1.03922716628,5.39,0.935763888889,1.35,1.35,0.950704225352,0.950704225352,,,12.52,1.16033364226,61.78,1.01728964268,3.97,1.07008086253,,,-30.0,1.2,8.21,0.717030567686,179.3,0.998329621381,5.01,1.06369426752,132.84,0.948382951381,93.94,1.08726851852,,,,,,,18.7,0.972438897556,,,2.49,1.11160714286,1.26,1.26,0.984375,0.984375,10.22,0.873504273504,-19.29,-0.981679389313,,,,,1.03,0.927927927928,30.0,0.810810810811,0.33,0.733333333333,3.96,0.713513513514,38.22,38.2,0.972010178117,0.973262032086,5.17,0.908611599297,,,29.9,2.75,1.05363984674,0.962343096234,0.97379664699,0.907461424434,48.8313634545,,,90.0,1.09756097561,-0.03,1.0,11.97,0.970802919708,14.18,1.15849673203,-3.12,-0.120649651972,,,60.0,0.967741935484,,,141.0,1.1015625,18.73,18.7,0.968911917098,0.972987012987,,4.87,0.96626984127,2.18,6.22857142857,4.73,1.05111111111,,,,47.48,1.01279863481,,,2.79,1.0608365019,,,3.89,0.921800947867,16.22,0.926327812678,20.55,0.936218678815,20.55,0.936218678815,100.0,,,751.0,1.13102409639,1.0,19.49,0.973526473526,36.0,0.972972972973,,,35.97,1.002787845,100.0,1.0,78.48,0.960352422907,15.65,0.902537485582,20.38,100.0,1.0,0.933577645442,79.62,1.01854931559,,,365.0,1.07038123167,,
DOV,6.77,1.05946791862,13.05,1.04066985646,6.44,1.16036036036,0.78,0.78,0.951219512195,0.951219512195,,,24.06,0.773633440514,61.64,1.00768350499,2.14,0.646525679758,,,-166.0,0.700421940928,7.5,1.01078167116,79.29,1.12739940282,1.42,0.706467661692,68.39,1.12225139481,60.85,1.10858079796,0.61,1.27083333333,,,1.55,1.06896551724,14.11,0.96511627907,,,4.59,0.794117647059,2.46,2.46,1.21782178218,1.21782178218,7.68,1.0336473755,-11.75,1.96160267112,,,,,4.24,0.693944353519,810.0,0.882352941176,1.04,1.14285714286,10.45,0.814497272019,38.36,38.4,0.989690721649,0.987895956734,53.47,0.989635387748,9.3,0.826666666667,9.5,5.34,0.891485809683,1.11111111111,0.876168121232,0.970273325673,69.4275404545,,,775.0,772.681954138,-1.56,0.962962962963,10.0,0.870322019147,9.21,0.844179651696,-15.47,1.65987124464,,,976.0,845.021645022,,,1.215,1.04561101549,15.68,15.7,0.969135802469,0.965517241379,,1.81,1.30215827338,5.45,1.05620155039,12.07,1.04956521739,0.23,0.821428571429,,49.95,1.0978021978,27.6,1.06563706564,0.92,0.686567164179,,,6.0,0.902255639098,7.78,0.825026511135,17.08,0.876796714579,11.59,0.841074020319,100.0,,,7.753,1.08357791754,1.0,22.69,1.00398230088,169.0,0.971264367816,8.56,4.03773584906,28.89,1.31617312073,100.0,1.0,31.87,1.06588628763,22.43,1.50435949027,59.29,100.0,1.0,1.1768558952,40.71,0.820435308343,,,857.0,527.384615385,,
DOW,6.51,0.986363636364,13.62,0.981268011527,4.13,0.983333333333,0.84,0.84,1.0243902439,1.0243902439,,,18.77,1.13072289157,81.6,0.978651954905,6.14,1.52357320099,,,-3.572,1.55169417897,8.22,0.961403508772,58.38,1.15352697095,2.09,1.0,63.07,0.980261112838,30.18,0.943125,1.02,1.39726027397,,,1.53,1.1953125,9.05,0.759228187919,,,2.87,0.779891304348,3.73,3.73,1.22697368421,1.22697368421,3.28,1.00613496933,-46.93,-0.168879772572,,,,,2.15,0.57486631016,2.93,0.530700959971,0.78,0.678260869565,5.04,0.52119958635,18.4,18.4,1.10843373494,1.10709987966,23.84,0.968318440292,6.36,0.885793871866,11.78,5.79,1.02116402116,0.985774058577,1.16283150057,1.13753423287,42.9698113636,,,3.772,0.78796741174,-0.43,-0.0961968680089,5.9,0.757381258023,26.24,1.04500199124,-16.89,-0.183626875408,,,6.502,0.831138949252,,,5.514,1.29619181946,9.48,9.5,1.26666666667,1.27248322148,0.75,1.66,1.0641025641,14.65,1.0223307746,23.17,1.16607951686,4.31,1.03605769231,0.925925925926,34.88,0.762737808878,47.0,0.833333333333,1.3,1.0,2.83,0.924836601307,12.09,1.05959684487,4.96,0.776212832551,16.61,0.742844364937,10.4,0.787878787879,100.0,,,58.167,1.01904344779,1.0,5.34,1.00754716981,1.187,0.92015503876,1.37,0.835365853659,27.08,0.926762491444,100.0,1.0,35.27,0.981357818587,16.85,0.978513356562,67.41,100.0,1.0,1.09967373573,32.59,0.842118863049,,,12.674,0.974473320006,,
DPL,1.19,0.348973607038,0.05,,3.71,1.43798449612,,,,,,,5.13,,,,,,,,-2.0,inf,92.78,0.991451164779,,,18.86,2.97476340694,,,,,,,,,,,,,,,-3.0,,1.05,1.05,,,,,,,,,,,-2.08,,-37.0,3.36363636364,0.77,1.26229508197,,,,,,,,,-239.9,13.0027100271,,,,,0.541526901919,0.661927253643,3.24043478261,,,-48.0,2.52631578947,,,,,2.09,1.1875,,,,,-35.0,3.18181818182,,,-45.0,2.64705882353,,,,,,1.1,0.266343825666,3.98,7.50943396226,0.1,0.000449498808828,0.07,0.333333333333,,,,,,18.64,3.07084019769,,,,,-62.77,0.900573888092,-327.27,,-280.19,,,,,,,,,,16.0,0.941176470588,,,,,100.0,1.0,93.93,0.961314092723,4.98,0.322957198444,5.08,100.0,1.0,0.0213078310474,94.92,-0.68578859909,,,92.0,2.24390243902,,
