Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),extra,
spotify:track:0ZDcLapel9chZ15ZNuOdD4,I Ain't Mad At Cha,2Pac,All Eyez On Me,1,13,293666,,
spotify:track:3Rpb3lCq7uAKHEvr4WmXc7,9'6 (feat. Emc Senatra),"King Lil G, EMC Senatra",90's Kid,1,12,201946,,
spotify:track:2Sl9MfvZenYCe3VGpsJyaU,Get High (feat. Krypto),"King Lil G, Krypto",90's Kid,1,6,214786,,
spotify:track:6TKED22DYj62tre821REQu,Holla,Busta Rhymes,The Wash (Original Motion Picture Soundtrack),1,8,242120,,
spotify:track:01wKeKPgYxdPYA8rfMveYc,Shot You Down (feat. Jay Rock & ScHoolboy Q),"Isaiah Rashad, Jay Rock, ScHoolboy Q",Cilvia Demo,1,14,426996,,
spotify:track:4bMn7CcwvXFdcrc1gJHpnH,Oh No - (best of decade I version),"Mos Def, Pharoahe Monch, Nate Dogg",Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),1,5,223146,,
spotify:track:6hf3lHdBE801q8xwXrAzok,Hustler's Ambition,50 Cent,Hustler's Ambition (International Version),1,1,240440,,
spotify:track:0DuHkcLf9AIevbE0UF9QaU,Lose My Mind,Young Buck,Buck The World,1,17,414186,,
spotify:track:2KWh1Vmi1luTzZJuK16spc,We Don't Give A Fuck About You,"50 Cent, DJ Whoo Kid",G-Unit Radio 13: Return Of The Mixtape Millionaire,1,4,216897,,
spotify:track:4niQxFt1uTK2MC2TiPq5i0,Me Against The World,"2Pac, Dramacydal",Me Against The World,1,3,279133,,
spotify:track:2BaXk5xnaByLY4BDfK9Qvb,Temptations,2Pac,Me Against The World,1,5,300573,,
spotify:track:5aFLEMNvORv8MXpd4lR0HQ,So Many Tears,2Pac,Me Against The World,1,4,239226,,
spotify:track:2wdHKp5CBgJ8mlO7Cq84Xd,Dear Mama,2Pac,Me Against The World,1,9,280000,,
spotify:track:7quMrlaOgF2nptafr9UiST,Fake Ass Bitches,2Pac,R U Still Down? [Remember Me],2,5,190640,,
spotify:track:5aSjs5ZwVcCaIzIjXlWtg7,Nothin But Love,2Pac,R U Still Down? [Remember Me],2,8,266373,,
spotify:track:5iZA7zUGq6VU4xVFinD69Z,That's Me,Camäó»ron,S.D.E.,1,2,278400,,
spotify:track:1HLBN25vUhcINJ81f50ul0,How High,"Redman, Method Man",Best Of,1,4,280933,,
spotify:track:5rBYDvC9AUf91xkjid34rd,Rap Game - Soundtrack Version,D12,8 Mile [Deluxe (International Version w/o weblink)],1,6,353760,,
spotify:track:0qP6KqkS3rvYlTAEW1vBHE,Tha Hood Still Got Me Under,MC Eiht,Section 8 (Explicit),1,11,281040,,
spotify:track:00mKjacZOXe8116weuXdWy,Drop,The Pharcyde,Labcabincalifornia,1,9,336306,,
spotify:track:567Fag8daP9HGwwvlLwX5z,Bakel City Gang,Booba,Autopsie Vol. 4,1,2,285933,,
spotify:track:1zmefNjJUuuVJkGNhQAosB,Balader,Sexion D'Assaut,L'Apogí©e,1,6,246520,,
spotify:track:2tEEgc5iR3WVucXl8lNHV4,Paris va bien,Sexion D'Assaut,"Les Chroniques Du 75, En Attendant L'Apogí©e",1,1,237933,,
spotify:track:4agb7RD4GSNvCPAMMXeDPw,Casquette íæ l'envers,Sexion D'Assaut,Best of,1,4,283880,,
spotify:track:1P95oRU4zmheJgQn90ZnOI,It's The Pee Back 2 Work - Remix,"Parrish PMD Smith, Mobb Deep, Fat Joe, Krazy Drazy of Das EFX, Don Fuquan",It's The Pee Back 2 Work b/w Next Chapter,1,1,202560,,
spotify:track:1eypMhdj7y2eR4XOROyGW2,The Specialist - Explicit Album Version,Ali Vegas,In Too Deep - Music From The Dimension Motion Picture Soundtrack,1,3,211066,,
spotify:track:4mMR6Lwz0HRMLXqHam7IfN,Queens Anthem,Ali Vegas,Urban Wolves/Track Masters Presents...,1,5,219640,,
spotify:track:26g8IKD7AxD225gRNwDSJh,Lost,Cali Life Style,Mexican Invasion,1,10,288093,,
spotify:track:13lFKZVjBsp3f7iNyUJXKL,The World Is Yours - Explicit Album Version,Nas,Something From Nothing: The Art of Rap,1,7,286213,,
spotify:track:54ZvrvD31QY7jYXS5cMz9t,It Takes Two,Rob Base & DJ EZ Rock,Something From Nothing: The Art of Rap,1,17,298893,,
spotify:track:5n9iN2lbM4TUgTpn6Uc9G5,D-d Soundclash,Afu-Ra,Body Of The Life Force,1,6,256493,,
spotify:track:1NHwvBmrUje4L1dxfWnXCH,Put Your Hands Where My Eyes Could See,Busta Rhymes,When Disaster Strikes,1,8,194293,,
spotify:track:70Zuejls8pecZrKHVE3zWh,Reach Out,"Nas, Mary J. Blige",Life Is Good,1,6,226666,,
spotify:track:5MfzdAlm5SWSnU8WVCCznW,You Ain't a Killer,Big Pun,The Legacy: The Best Of Big Pun,1,2,254453,,
spotify:track:4gXFUhyu4fzOgmV28BiJ9s,Drop A Gem On 'Em,Mobb Deep,Hell On Earth (Explicit),1,2,257506,,
spotify:track:7s9ahbxXUD1S6FvJ68DtB6,Soldier,"Evil Empire, DMX",Trending Topics,1,10,204826,,
spotify:track:0QMh3BHbTOxizdPehjqNAE,It's An S.C.C. Thang (feat. Thang with Murder Squad Nationwide & The Chi-Lites),"Havoc, Prodeje, Thang, Murder Squad Nationwide, The Chi-Lites",Servin' Em Heat,1,10,253760,,
spotify:track:6elscTrRAAiXVLRhQCe16t,QB Murderer,Blaq Poet,E.B.K.,1,6,159459,,
spotify:track:5FJXbRjiIpYhhXCUnsW8Ep,Gangsta,MC Eiht,Tha8tz Gangsta,1,9,276427,,
spotify:track:6xHfOu46nMOfVxLyEb4DyR,Still Shinin',Mobb Deep,Hell On Earth (Explicit),1,13,250506,,
spotify:track:37Pu8DAHAtReIr4SAqqDxV,Man Down,"Mobb Deep, Big Noyd",Hell On Earth (Explicit),1,6,302933,,
spotify:track:7B7Bzbl3gI1GrnCatsDh4X,Get Away,Mobb Deep,Infamy,1,2,220666,,
spotify:track:2WTE5ElRdKP1suV74OYpoU,Queensbridge,"Infamous Mobb, Noyd, Prodigy",DJ Hotday Present Lost & Unreleased V.2,1,8,246480,,
spotify:track:4oeGYEmURKw48RbFSmq6MR,Hood Laws,Infamous Mobb,Hood Laws,1,1,209031,,
spotify:track:3pcb48YATl4WDuDalPJpir,Blood Dreams (BWS Remix),"The Game, Juice, Ya Boy",West Coast Resurrection / Blood Dreams,2,2,217026,,
spotify:track:0L3H7okZ2UJu9qUG8mXEwQ,Run (feat. Snoop Dogg),"The Game, Snoop Dogg",West Coast Resurrection / Blood Dreams,2,11,253520,,
spotify:track:7eBDKHOT1yiAWkCyW6izua,Cali-Homies (feat. BWS),"The Game, BWS",West Coast Resurrection / Blood Dreams,2,16,459080,,
spotify:track:3pbhcGWCbKRDaGu62JC6ub,On Fire,"The Game, BWS",Black Wall Street Vol 3,1,2,232359,,
spotify:track:6PWhhoa7SSf0W5ZF3BEtfi,Infrared,Game,Red 2,1,3,139363,,
spotify:track:6k6iIjWtQOOFNE6wmFR2ns,Live Foul,Mobb Deep,Infamy,1,10,263626,,
spotify:track:1hZjOppEWqmFaDVcNJVtKW,The Game of Rock,"Raekwon, Prodigy, Ghostface Killah",Ol'school Flavor,1,6,228200,,
spotify:track:2IR6Pls3hrFfmBgkie0IdP,"No, No, No","Eve, Stephen Marley, Damian Marley",Scorpion,1,13,337173,,
spotify:track:4yKrfFWb1oRqmUdoqLikj5,Pull The Plug,"Ty Nitty, Prodigy",International Ty,1,7,296986,,
spotify:track:10c1gHZouadrWmWx3Tb6li,How Deep Is Your Love - From The Rush Hour Soundtrack,"Dru Hill, Redman",Rush Hour (Original Motion Picture Soundtrack),1,2,250626,,
spotify:track:5wW1nrcNiojNYnWsIwVdkR,Ol' English,The Game,Doctor's Advocate (UK / Japan Version),1,12,284226,,
spotify:track:1boba39IzxkP7aFATaewD4,It's Okay (One Blood),"The Game, Junior Reid",Doctor's Advocate (UK / Japan Version),1,3,256750,,
spotify:track:68CGdkrSDcvnW0l8F0igdH,Are You in the Mood Yet,Joe Budden,Mood Muzik 2,1,2,213693,,
spotify:track:79GwlOLcylUP3HQ1HYhqSf,What If,Fredro Starr,Firestarr,1,3,276746,,
spotify:track:6AxM4rRjOvP4ZFfVG2o499,Hide Away,Mobb Deep,Survival of the Fittest EP,1,1,198838,,
spotify:track:5OhYOZ8mHvic8c4v6TPkhF,Life Is What You Make It,Mobb Deep,Survival of the Fittest EP,1,4,184241,,
spotify:track:2yc7DUP7rsaYXNWkTu2gRx,Doper Than My Last One,G-Unit,The Beast Is G Unit,1,4,204213,,
spotify:track:2GbJGlktr4VhXny8N95pP5,All About It,Mobb Deep,Survival of the Fittest EP,1,5,192490,,
spotify:track:3lxvnHDBJV0TamlVv6mGn2,Survival of the Fittest 2 - ESPN Remix,Mobb Deep,Survival of the Fittest EP,1,2,142367,,
spotify:track:0YImOCkIJ2PWhCXaURCZnY,I Know What You Want,"Busta Rhymes, Mariah Carey, Flipmode Squad",It Ain't Safe No More. . .,1,12,324306,,
spotify:track:0T2AYQdV9KRC8y8FC1jKq4,Eye for a Eye (Your Beef Is Mines),"Mobb Deep, Nas, Raekwon",The Infamous,1,4,288306,,
spotify:track:5DmhBYq5BAxz6ON4zRgdRa,Never Can Say Goodbye,"The Game, LaToya Williams",LAX,1,15,279800,,
spotify:track:1SpRp9ozGMTlmkcTMqLWTB,Back At You,Mobb Deep,Represent (Mix Tape),1,13,223360,,
spotify:track:5BConn8wmbHELvihFGdc9p,My Bitch,The Game,Mo Thugs Presents: The Game Last of a Compton Breed,1,2,212106,,
spotify:track:2YlvHjDb4Tyxl4A1IcDhAe,Just Dippin' - Feat. Dr. Dre And Jewell,Snoop Dogg,The Best Of Snoop Dogg,1,9,243013,,
spotify:track:44RTjRyhaFWHBAb2tuwO7X,Buy Another Gun (feat. Brotha Lynch Hung),"Spice 1, MC Eiht, Brotha Lynch Hung",The Pioneers & Keep It Gangsta (Deluxe Edition),1,1,333346,,
spotify:track:66Z5aWghm3nMfb2Rd31gvr,Gangster Tears,Nas,Exit Wounds Original Soundtrack,1,3,200133,,
spotify:track:7zRmlzKJ8PMt1Q04xauVMn,Change Gon Come,Lady Luck,A Month of Sundays,1,9,222641,,
spotify:track:3gvRPKiATjWA5W2ZGNogl4,Dog 4 Life,The Icebergs,Dogs 4 Life,1,2,269333,,
spotify:track:0Bbd5inN2znpGQkxZbqmmU,Backyard Boogie,Mack 10,Based On A True Story (Explicit),1,5,259200,,
spotify:track:4fg0vIspSz5st9wLKJkRpP,Everyday Hell,Fredro Starr,Everyday Hell Single,1,1,214119,,
spotify:track:1A44UwKOK6PfKKCnj57XaP,What U Going Thru,Fredro Starr,Made In the Streets,1,7,203958,,
spotify:track:1vp0yh7aL47hhleuTQLLNh,I'm a G (Bury Me a G) [Explicit],Kidd Kidd,I'm a G (Bury Me a G) [Explicit],1,1,237229,,
spotify:track:3KO18OCNOcmQed6y5ZHwIx,Hip Hop - Remix,"Jadakiss, Joel Ortiz, Saigon",The Predator Is Back,1,11,210786,,
spotify:track:0wAb5dNCXkIKHUh8GvNEge,I Miss You,"DMX, Faith Evans",The Great Depression,1,10,280866,,
spotify:track:2kyZ9o4evYlw5A7ye99Jf5,Robbery,50 Cent & DJ Whoo Kid,G-Unit Radio 14: Back To Business,1,2,165117,,
spotify:track:1NaWX3vTdeTbQhteKGMfI8,They Call It Murder,"Tony Yayo, DJ Whoo Kid",G-Unit Radio 11: Yayo - Raw And Uncut,1,4,137440,,
spotify:track:71JV2sBxVjB5o9E3bvNpEj,No Reason,King Lil G,90's Kid,1,7,220800,,
spotify:track:6LTNC3iC9F2cPWkjdkoWM0,Same Ones,King Lil G,90's Kid,1,8,152240,,
spotify:track:65EEbeVmNeBgHLsNO0E5rF,Allustrious,Mobb Deep,Murda Muzik,1,7,249960,,
spotify:track:4Fjs6tGrb52bobu6mPhOyh,Adrenaline,Mobb Deep,Murda Muzik,1,8,282373,,
spotify:track:1kYkjm9kNN1XQ4tSjTndF8,Where Ya From,"Mobb Deep, 8Ball",Murda Muzik,1,9,242200,,
spotify:track:5SwBgMC0RAp0AtxZOV7njU,Where Ya Heart At,Mobb Deep,Murda Muzik,1,11,267733,,
spotify:track:0GH0acI4Gh0hRwCvNu48zG,The Realest,"Mobb Deep, Kool G Rap",Murda Muzik,1,16,259560,,
spotify:track:1gOE8RXqpN6S3XcAPJS06n,Dipset Anthem,"The Diplomats, Camäó»ron, Juelz Santana",Cam'Ron Presents The Diplomats - Diplomatic Immunity,1,10,249040,,
spotify:track:1FGF75V6JeuiZ7ykqhabJX,Who I Am,"The Diplomats, Juelz Santana",Cam'Ron Presents The Diplomats - Diplomatic Immunity,1,3,259440,,
spotify:track:3ndumr5hw721OmT5opZ5Zl,Errrbody,Yo Gotti,Errrbody,1,1,261133,,
spotify:track:2DvkBTzE26NacWh1DmT9i2,Just a Touch,G-Unit,"G-Unit, Back to Business",1,14,137826,,
spotify:track:2gnP10XdjvCyshnV1qODWQ,The Way You Move - Radio Mix,"OutKast, Sleepy Brown",The Way You Move / Hey Ya!,1,1,236093,,
spotify:track:4g6ZtJSZa4ExygUcybeE24,Handcuffs,Mobb Deep,Infamy,1,7,214040,,
spotify:track:0o171WxnzOl0VftQzTqYTc,I Won't Fall,Mobb Deep,Infamy,1,13,260973,,
spotify:track:2hijCkPrdni091J5U2K1kQ,Crawlin,Mobb Deep,Infamy,1,14,246866,,
spotify:track:6zifEsqLTN5ODMd2iwpJ7s,My World,O.C.,Jewelz,1,2,256226,,
spotify:track:1lqRqqZMpYCku3hCvKwP8g,Bucktown USA,Cocoa Brovaz,The Rude Awakening,1,12,240465,,
spotify:track:4EMzx9ohf0Vpz4Ea35KmHK,Fame ft. Styles P,"U-God, Styles P",The Keynote Speaker,1,6,251266,,
spotify:track:53qGmFkCMfdj3jxGIV269x,Doin It,Perverted Monks,Afu-Ra Presents: Perverted Monks,1,5,198720,,
spotify:track:0XZHfVyuHO1P9Bg4oDyg40,Dangerous,"O.C., Big L",Jewelz,1,6,254960,,
spotify:track:25ZnLelhEKRwcsP7ycTEgb,Red Hook Day,Shabazz the Disciple,The Book of Shabazz (Hidden Scrollz),1,3,286893,,
spotify:track:47wX9Wtp0UuUpVXgmIIhRZ,On and On,Shyheim,Best of the Past Hip-Hop,1,17,228240,,
spotify:track:3SM8R2mthOW0CY374svW4x,Come on Niggaz,"Spice 1, MC Eiht",The Pioneers,1,4,15946,,
spotify:track:3lrvbfouphBdG9tKYAIAJ2,Throw It Up,"CMW, Tha Chill, Boom Bam, Tray Deee",Killafornia Organization,1,4,265693,,
spotify:track:3EDoFbvOiFvCT9jvo2BI9g,Fuck The World,2Pac,Me Against The World,1,13,252560,,
spotify:track:30RYNh3035tpMN8eF50VEB,Old School,2Pac,Me Against The World,1,12,279200,,
spotify:track:0BUl2dAZtoyQnpQRQT3yiy,Heaven Ain't Hard 2 Find,2Pac,All Eyez On Me,2,13,239226,,
spotify:track:7Jq9mLYICt8H6Lr0PRCLFn,Life of A Mack,100s,Life of A Mack - Single,1,1,207439,,
spotify:track:4sXQcQvP7UWH75HJsmT7bM,This Is Compton,Compton's Most Wanted,It's A Compton Thang!,1,4,274960,,
spotify:track:7w3mB2CqcXGFrSzY1Ra6tD,Ice Cream,Wu-Tang Clan,Live at Montreux 2007,1,9,125440,,
spotify:track:4FINyTOxAiAns5nREnW9nI,Fan Mail,King Lil G,Lost in Smoke,1,4,151666,,
spotify:track:7GmpEFIbNlGcfVtWjMr48d,Liquor Store,King Lil G,Lost in Smoke,1,10,195680,,
spotify:track:36EVTABkNeqmpYKrzQPTZZ,Child Of The Night,"Ludacris, Nate Dogg",The Red Light District (Explicit),1,6,301813,,
spotify:track:7Gb6qpLJbKnHO8fkmTGQGk,Pimpin' All Over The World,"Ludacris, Bobby V.",The Red Light District (Explicit),1,13,329626,,
spotify:track:1JJzdKP7mB0kqlCxDv5NMe,East Bay Gangster (Reggae),Spice 1,Spice 1,1,3,271040,,
spotify:track:3pzQcLF0srCBDyN3C3EIYt,Dear Lord,Obie Trice,Bottoms Up,1,3,223760,,
spotify:track:17oVkf8vcwXprwqaiSwxTp,Unorthodox,Joey Bada$$,Unorthodox,1,2,216857,,
spotify:track:3tFI8AEosXedl4jEQwwwSg,Straight To The Bank,50 Cent,Curtis,1,10,190653,,
spotify:track:1iYfR7iaWmaxHL11Tuz3be,The Meth Lab (feat. Hanz On & Streetlife),"Method Man, Hanz On, Street Life",The Meth Lab,1,2,176401,,
spotify:track:2bZe5Rcf34lhiPDF9S5D7M,"Straight Gutta (feat. Redman, Hanz On, Streetlife)","Method Man, Hanz On, Redman, Street Life",The Meth Lab,1,3,239067,,
spotify:track:50nH4vpDJxpcvsiDJJ6jz7,"The Purple Tape (feat. Raekwon, Inspectah Deck)","Method Man, Raekwon, Inspectah Deck",The Meth Lab,1,12,204478,,
spotify:track:4ojVQU583AwxtHc1k185kM,Roots Like the Trees,Reverie,Sitting Upside Down,1,7,194081,,
spotify:track:4bLhE8V4FxlW7GWgIHYvLn,Whateva Man,"Redman, Erick Sermon",Def Jam 25: Volume 2 - DJ Bring That Back (1996-1984) [Explicit Version],1,1,187520,,
spotify:track:2eC6ORarOrKSUofQBeakII,This Is How We Do It,Montell Jordan,Def Jam 25: Volume 2 - DJ Bring That Back (1996-1984) [Explicit Version],1,2,234413,,
spotify:track:2gABnPYOMsyxThmsOQ4uWK,Tequila Sunrise,"Cypress Hill, Barron Ricks",The Essential Cypress Hill,2,2,257746,,
spotify:track:5SFZ3dUWEYTIpPKRLZKT4e,Lyrical Swords,"GZA, Ras Kass","Lyrical Swords (feat. GZA & Ras Kass) [12]""",1,2,208560,,
spotify:track:3OwCpbWn37yaZvCvsRAztC,Rules,Wu-Tang Clan,Wu-Tang Iron Flag,1,2,232826,,
spotify:track:3cuy0jpSxGAoTuJE0KORoR,Visionz,Wu-Tang Clan,Wu-Tang Forever (Explicit),1,5,189266,,
spotify:track:1XbqOF6nx3tJsyQjXRh9ux,As High as Wu-Tang Get,Wu-Tang Clan,Wu-Tang Forever (Explicit),1,6,158133,,
spotify:track:5FIwSTUjKH64X4PXdW7EgP,Say Something,Mobb Deep,The Infamous Mobb Deep (Super Deluxe),1,2,240880,,
spotify:track:75CIkGNgnB11KFr1jkAcFR,Guess Who's Back,"KXNG Crooked, Snoop Dogg",Mr. Pigface Weapon Waist,1,5,245942,,
spotify:track:6lyTTrAikGXNdmpBMQPKne,Too Hot,"Nas, 50 Cent, & Nature",Young Noble And JT The Bigga Figga Present: Street Warz,1,2,211493,,
spotify:track:2GonK5xkD3y0bSb7QT0ph6,Put 'Em In Their Place,Mobb Deep,Blood Money,1,2,236680,,
spotify:track:1iwIdCwpnJJDdb3FgqpcM8,The Illest,Mobb Deep,Free Agents,1,8,222145,,
spotify:track:5VOss7ATiPrSUzMkWZ3cTu,U.O.E.N.O,"ScHoolboy Q, Kendrick Lamar, Ab-Soul, Jay Rock",Schoolboy Q,1,1,333336,,
spotify:track:1VvsWao3Tx3QjkWgr6sTaO,Fantastic Voyage,Coolio,It Takes A Thief (US Release),1,1,241480,,
spotify:track:7rsHaUEMTHd3JAdywesvB1,Livin' The Life,The Lox,"Money, Power & Respect",1,2,215992,,
spotify:track:3TCUNBX84PZtfau4MgeRuL,All We Know,The Lox,The Trinity 2nd Sermon - EP,1,3,212881,,
spotify:track:47wbrELycKS9BaletQp5dH,God Of Rap,Afu-Ra,State Of The Arts,1,2,239373,,
spotify:track:2dHD1VMFb3Knhjr4ao0YDh,"Fucked Up Scarred For Life""""",Reverie,Sitting Upside Down,1,5,262785,,
spotify:track:3CwylNBnGIfYLy0pbCTL76,Shot Down,"DMX, 50 Cent, Styles P",Grand Champ (Int'l Explicit),1,7,220171,,
spotify:track:3G33sMWxx8dttqcCS6OCLv,Bring Your Whole Crew,DMX,"Flesh Of My Flesh, Blood Of My Blood",1,2,220533,,
spotify:track:5UPPIG0V63WAWO9gGjayYd,I Already Know,Black Mobb,Every Hood,1,13,222226,,
spotify:track:7dvREAU6ZW1SAHltlTi0Mh,We Gonna Hit Yo Ass Up,"50 Cent, DJ Whoo Kid",G-Unit Radio 10: 2050 Before The Massacre,1,14,259120,,
spotify:track:45bkpQg5wb7ukbFurAQ8yd,When Here That!,"50 Cent, DJ Whoo Kid",G-Unit Radio 10: 2050 Before The Massacre,1,16,149266,,
spotify:track:6VHIUlOsPCa0Czh0n9rAg8,Mafia Music,Rick Ross,Deeper Than Rap,1,1,256399,,
spotify:track:20B7r7EJZKnqbxsTWbXZtk,Grindin' My Whole Life,G Unit,Back To The Street,1,4,290681,,
spotify:track:4kCrzJFBjTwrCJ9KEAv1IK,A L'Ancienne,"Psy 4 De La Rime, Nate Dogg",Les Cití©s D'Or,1,8,265404,,
spotify:track:0qejz8wREqIMUYIAEremU7,Where I'm From,Long Beach Insane Crips,Rep Yo Set,2,4,210333,,
spotify:track:4sa347WT9QSFKFNOVtz7eM,You Know Where To Find Me (feat. Tupac),"C-Bo, 2Pac",The Left Side,1,12,270586,,
spotify:track:4ROMhH22klGI35pPLkY8xv,Watts Franklin Crips,Watts Franklin Square Crips,Rep Yo Set,1,7,237093,,
spotify:track:6WLTmiz0i2R938j1KMcSVk,Hit 'em Up,2Pac,Nu-mixx Klazzics,1,8,256693,,
spotify:track:6DO9D7qpteYudhgofKfe2s,In My Hood,50 Cent,The Massacre,1,2,231120,,
spotify:track:5wJU2Txvqu1YFMVDVCjkGJ,Creep N Crawl,Eazy-E,Str8 Off Tha Streetz Of Muthaphukkin Compton,1,11,251346,,
spotify:track:6uXcu1N043unxYflKty2Z9,Money Trees Deuce (feat. Lance Skiiiwalker),"Jay Rock, Lance Skiiiwalker",90059,1,10,321045,,
spotify:track:5ePUik6APfcI6CMzXODZgt,Locked Up - Remix,"Akon, Styles P",Trouble Deluxe Edition (International Version),1,13,247893,,
spotify:track:0RILM7EUkWTJpC82jDHej0,Always Stay Strap'd,Young Buck,10 Bullets,1,1,148461,,
spotify:track:7pbDGMMgchYa9Q0TBxXWXu,Lean and Molly,Young Buck,10 Bullets,1,2,187498,,
spotify:track:3tuii1H4GKHuecmmwM81ni,Zoo,Kaaris,Or Noir,1,2,288933,,
spotify:track:1OzKARP7IwBL961euXkqdi,S.E.V.R.A.N,Kaaris,Or Noir Part 2,1,3,262813,,
spotify:track:4UqlAfQHqOBPO0uijYy9P4,When Shit Get Thick,"Nas & The Game, JT The Bigga Figga",Q.B. 2 Compton,1,3,207720,,
spotify:track:53H2tt0Km67kNl37dj8y5b,1999,100s,Ice Cold Perm,1,4,209130,,
spotify:track:7pmIY3aRZzNXq70Su9BYHi,Riflemen,"Kurupt, 40 Glocc, Jayo Felony",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,5,222333,,
spotify:track:3xyaAgRjx8rKZLVJz3fuf8,What U Niggaz Thought,Celly Cel,Killa Kali,1,2,286812,,
spotify:track:6hWgG0MTJJcKNF9GCioV11,Best of the Best,Havoc,13 Reloaded,1,1,180253,,
spotify:track:3qKGvSu1inEZKwYQnMavNA,Smack That - Dirty,"Akon, Eminem",Konvicted,1,3,212360,,
spotify:track:3RFBeo5yY5GxOYoJvtwAoF,Imagine,"Snoop Dogg, Dr. Dre, D'Angelo",Tha Blue Carpet Treatment,1,20,282186,,
spotify:track:2jKoVlU7VAmExKJ1Jh3w9P,Alkaholik,"Xzibit, Erick Sermon, J. Ro, Tash",Restless,1,6,219160,,
spotify:track:3gastnM9zeYrHtBPtTO81B,Hollis To Hollywood,LL Cool J,Mr. Smith,1,11,238794,,
spotify:track:05CTGhMQQuBDJ5XkNYz6f4,Ridin',"Chamillionaire, Krayzie Bone",The Sound of Revenge,1,4,303053,,
spotify:track:6DKVhYcq2ro2bHhH9LbT1c,On Me - feat. Kendrick Lamar,"The Game, Kendrick Lamar",The Documentary 2,1,2,285640,,
spotify:track:62oU362cmSuu0kpWtdzX1s,Bitch You Ain't Shit,The Game,The Documentary 2,1,12,185826,,
spotify:track:0TJ2maH5hdUwYTmTyDtDfD,Real Bloods,Jay Rock,From Hood Tales to the Cover of XXL,1,2,246253,,
spotify:track:0HTf0iiWdvFaTYdhWwYnM2,They Want My Spot,Jay Rock,From Hood Tales to the Cover of XXL,1,4,188813,,
spotify:track:3bjHmCEAeLlAYvdNvDPfIY,Ride Like Me,"Lil Scrappy, G-Unit",Hollywood Homicide,1,7,176120,,
spotify:track:6JJ8eDRnrwORwTi6K2KFOx,What U GonŒÇ Do,"Lil Jon, Eastside Boyz, Lil Scrappy",Crunk Juice,1,3,320160,,
spotify:track:4wsnq9wcbEfIPEUYtIz6WH,Welcome to Los Santos (feat. Kokane),"MC Eiht, Freddie Gibbs, Kokane",The Alchemist & Oh No Present Welcome to Los Santos,1,4,231520,,
spotify:track:5nWDBgxfrg7h5ZG7ecWIDL,If You Don't Know,King Lil G,King Enemy,1,10,243813,,
spotify:track:2D49TAmmqP7L6qWbTt8sJV,"Don't Trip - feat. Ice Cube, Dr. Dre & Will.I.Am","The Game, Ice Cube, William, Dr. Dre",The Documentary 2,1,4,299640,,
spotify:track:5t3TwdkfrqDgYV2Kn2j9Rb,Check the Credits,Mobb Deep,The Infamous Mobb Deep (Deluxe),1,9,186000,,
spotify:track:5N5gQqbq1jAciH5w2fKXR0,Always Have A Choice - Street,Havoc,H Is Back,1,3,220773,,
spotify:track:4QVAPvrVokL9r6im6FjAW5,Lunatic (feat. Akon),"Booba feat. Akon, Booba, Akon",Lunatic,1,8,214231,,
spotify:track:1mu7DjCJK910uqcHIGgXvh,Like Father Like Son 2 - feat. Busta Rhymes,"The Game, Busta Rhymes",The Documentary 2.5,1,16,284240,,
spotify:track:3mh4Hx6eiziZeFtaaFiNMb,Gang Related - feat. Asia,"The Game, Asia",The Documentary 2.5,1,7,249666,,
spotify:track:6CqBzQJd9XaGI2PBhE5uGn,Last Time You Seen - feat. Scarface & Stacy Barthe,"The Game, Stacy Barthe, Scarface",The Documentary 2.5,1,8,230600,,
spotify:track:1a04doMqm3kqNYvpTFQiwQ,"Moment Of Violence - feat. King Mez, JT & Jon Conner","The Game, King Mez, Jon Conner, JT",The Documentary 2.5,1,15,202880,,
spotify:track:39Afw10j9f7mAidpsOuQts,What You Need? - Dopeman 97;,Mack 10,Based On A True Story (Explicit),1,12,203573,,
spotify:track:1CUt54s7hvj1DLnQ23TAs4,Only In California - Feat. Ice Cube And Snoop Doggy Dogg,Mack 10,Based On A True Story (Explicit),1,13,279893,,
spotify:track:5vlbh0x8wD4lfGI1JMz1e5,So Wat Cha Sayin',EPMD,Snoop Dogg Presents: My #1 Priority,1,2,294466,,
spotify:track:5xt3S8HgTJwOf2PUF89aOE,How Ya Do Dat - feat. Master P and C-Loc,"Young Bleed, Master P, C-Loc",Snoop Dogg Presents: My #1 Priority,1,4,268293,,
spotify:track:6Gik13pCV7FNysMG8p3EDj,That's That Shit,"Snoop Dogg, R. Kelly",Tha Blue Carpet Treatment,1,5,257640,,
spotify:track:1L9W2SQvvWOCpczZCAEhkj,LAX,"Snoop Dogg, Ice Cube",Tha Blue Carpet Treatment,1,10,201480,,
spotify:track:74Xdx4ezYQQlg8wKswq25T,I Need Your Love,"Shaggy, Mohombi, Faydee, Costi",I Need Your Love,1,1,216666,,
spotify:track:0ec2YqaLnasKAES0iWMmhy,It Wasn't Me,"Shaggy, Ricardo Ducent",The Boombastic Collection - Best Of Shaggy (International Version),1,8,227546,,
spotify:track:0O5WYXKOigLIqhG39RaCI5,Why They Look Like That,"50 Cent, DJ Whoo Kid",Bullet Proof,1,6,100346,,
