Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),extra,
spotify:track:3zoExZ6fKHXOUbZfS0zT3C,Off the Books (feat. Big Punisher & Cuban Linx),"The Beatnuts, Big Pun, Cuban Linx",The Legacy: The Best Of Big Pun,1,15,167520,,
spotify:track:5PG3h38oiQLEJlOuOvIs80,Still Not a Player,"Big Pun, Joe",Greatest Hits,1,7,236906,,
spotify:track:4HMiJqxA4Pehd4TDhmQ60t,Fire Water,Fat Joe,The Legacy: The Best Of Big Pun,1,7,255533,,
spotify:track:4tAxKVWdzJFVasYFfAQU8G,Ready or Not,Fugees,Greatest Hits,1,3,227000,,
spotify:track:2HAVFycrhtbmLxyyxpm6JI,Killing Me Softly with His Song,Fugees,Greatest Hits,1,5,290293,,
spotify:track:4G4WwlOsBK0UlhdPQM5Axt,Fu-Gee-La,Fugees,Greatest Hits,1,3,244400,,
spotify:track:63LVYnGJmWjNnmHiOVsGhe,Iron Maiden,"Ghostface Killah, Raekwon, Cappadonna",Ironman,1,1,286653,,
spotify:track:1zvWYmjoOfWgEPlKlrJ0mM,"Turn Down For What (feat. Problem, Clyde Carson)",The Game,OKE - Deluxe Edition,1,12,205195,,
spotify:track:0LvwrCJtecLr9mnS0h0k7U,Where The Hood At,DMX,The Best Of DMX,1,1,287426,,
spotify:track:1afvj3F24pPABgXenbjmdQ,Party Up,DMX,The Definition of X: Pick Of The Litter (Explicit Version),1,10,272920,,
spotify:track:4Jc5f0lRDJNnVWdJWkRMAP,We Right Here,DMX,The Best Of DMX,1,9,271013,,
spotify:local:::Jagged+Edge+Feat.+Nelly+-+Where+The+Party+At+%E2%98%85+OLD+BUT+GOLD+%E2%98%85:210,Jagged Edge Feat. Nelly - Where The Party At äÖƒ OLD BUT GOLD äÖƒ,,,0,0,210000,,
spotify:track:6Wt5QBzHp9vdSLAFlvdnDQ,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)","Diddy, Ginuwine, Loon, Mario Winans",Bad Boy's 10th Anniversary- The Hits,1,7,285586,,
spotify:track:119c93MHjrDLJTApCVGpvx,C.R.E.A.M.,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,8,252186,,
spotify:track:1Sgj10byiGzPpI2IrXSFEn,Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,10,291066,,
spotify:track:1Mi6uegC4pRxQZw1CB5Fk9,Can It Be All So Simple / Intermission,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,5,413000,,
spotify:track:2tNmhDlMbwQZLxQtWMt2EU,Gravel Pit,Wu-Tang Clan,Legend Of The Wu-Tang: Wu-Tang Clan's Greatest Hits,1,11,253466,,
spotify:track:3glqlA5qY3bbo8UaUDGPnw,Triumph,"Wu-Tang Clan, Cappadonna",Wu-Tang Forever (Explicit),2,2,338186,,
spotify:track:4xOTVtbCPcfxMs2hSt9D6i,Da Mystery of Chessboxin',Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,6,287840,,
spotify:track:1v5cgIyffYtfEx0swttdoE,Bring Da Ruckus,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,1,251466,,
spotify:track:7y5zXpTN4J7K0PngQYa655,Tearz,Wu-Tang Clan,Enter The Wu-Tang Clan - 36 Chambers (Deluxe Version),1,11,257746,,
spotify:track:3cHDUcGvLZdCMCrjfEd2NS,Dump - Dirty,"Mobb Deep, Nate Dogg",Amerikaz Nightmare,1,4,195653,,
spotify:track:4ykIW49ZO7UnmKbancsDIV,Part II,"Method Man, Redman",How High (Original Motion Picture Soundtrack),1,2,244600,,
spotify:track:6vcIFbbIOVfek0Npl2t1qq,If I Can't,50 Cent,Get Rich Or Die Tryin' (Explicit Version),1,8,196640,,
spotify:track:7KYu84qzxD1u02KW8F1YOo,Light Speed,"Dr. Dre, Hittman",2001 (Explicit Version),1,9,161066,,
spotify:track:5yH4OLQhJjO45Ahmmnh17h,Whoa!,Black Rob,Bad Boy's 10th Anniversary- The Hits,1,4,238840,,
spotify:track:2CxOJwC4jqWfPQdahEX9oH,Reunited,Wu-Tang Clan,Wu-Tang Forever (Explicit),1,2,321733,,
spotify:track:2FbD2sqUmAdjqqCBp0mn2g,Foolish,Ashanti,Ashanti,1,2,227386,,
spotify:track:3RJclnBV8g9mvHPtSzPf7c,Ride,"Ciara, Ludacris",Basic Instinct,1,2,274146,,
spotify:track:6t4sfKjnlfBe1SLuz1LTHh,Be Without You - Kendu Mix,Mary J. Blige,The Breakthrough (International Version - Revised),1,4,246333,,
spotify:track:2cMTIlktg3M9mXYqCPqw1J,Milkshake,Kelis,Tasty,1,3,182626,,
spotify:track:2e7mHNFlXCkFdKjJ3nsK9E,Doin' It,LL Cool J,Mr. Smith,1,5,294000,,
spotify:track:3aImJnJlAgcE7bJ1NxthGt,Trick Me,Kelis,Tasty,1,2,206106,,
spotify:track:5sYzy3L4JCFrAZbTLVTFFr,Birthday Sex,Jeremih,Birthday Sex,1,1,228160,,
spotify:track:4l2ecMeHvDg2Y9OOkqfucN,No Diggity,"Blackstreet, Dr. Dre, Queen Pen",No Diggity: The Very Best Of Blackstreet,1,7,305706,,
spotify:track:3agNbrIpoDegaBFjgtCG1j,Till We Meet Again,The Game,The Next Documentary,1,2,389690,,
spotify:track:4cC7b7V5bSP7NHTAhr5efn,Party Over,"Mobb Deep, Big Noyd",The Infamous,1,16,341160,,
spotify:track:2eFYHNOcwEsDa4z1bca6W5,"Hoodlum Feat. Mobb Deep, Rakim",Big Noyd,Armed & Dangerous (Best of Big Noyd),1,19,194720,,
spotify:track:5aTekXGXmnEO8WnTNaHSl3,Do It Man (Featuring Big Noyd),"Masta Ace, Big Noyd",A Long Hot Summer,1,12,176266,,
spotify:track:39GdRJUEy8ccAmDbldVOJy,Get Yo Ride On - Feat. Eazy E and M.C. Eiht,Mack 10,Starring...Eazy E,1,6,210906,,
spotify:track:3ZPnDtTcFCZDFDnP1YpBMF,We Up,"50 Cent, Kendrick Lamar",We Up,1,1,198773,,
spotify:track:5gLi8deLhVdUgmQCWWYwxm,You're Not Ready,50 Cent / DJ Whoo Kid,God's Plan,1,3,196213,,
spotify:track:2xKLE9YQiWI5bwlqYcNvs6,Niggas,50 Cent / DJ Whoo Kid,God's Plan,1,12,211573,,
spotify:track:3D6PB1ojGwyIvTCq95pJGx,187 Yayo,50 Cent / DJ Whoo Kid,God's Plan,1,8,213373,,
spotify:track:0O6385seiyrpznDrakNh6c,Drama Setter,"Tony Yayo, Eminem, Obie Trice",Thoughts Of A Predicate Felon,1,7,303533,,
spotify:track:0CMBd6toIgY0Fq2nfKOQ8Y,Wonder Why They Call You Bitch,2Pac,Mo Thugs Records Presents: Wonder Why They Call You Bitch by Tupac,1,1,249933,,
spotify:track:2F7fRN1eGz39KeEGsFGbMN,Til The End,Lloyd Banks,The Hunger For More,1,12,309760,,
spotify:track:06ZDLodo1UDVavc3MXREZ3,Walked Outta Heaven,Jagged Edge,Hard,1,2,270880,,
spotify:track:1X1KDnhTnb28tpJlgOV3lD,Promise,Jagged Edge,J.E. Heartbreak,1,10,246720,,
spotify:track:0jyyCvDkMCEza2SpBSvllh,Feel So Good,Mase,Bad Boy's 10th Anniversary- The Hits,1,11,204866,,
spotify:track:2nqVVwUI2MJ7MaphpCF1P3,What You Want (feat. Total),"Mase, Total",R&B Hits,1,11,271213,,
spotify:track:47wZfF4OdME3xkIPhhpSSF,Gimme Some More,Busta Rhymes,Extinction Level Event: The Final World Front,1,10,158466,,
spotify:track:4dTMU4O2DdyIlRlss7v9UP,Insane in the Brain,Cypress Hill,Greatest Hits From The Bong,1,4,206893,,
spotify:track:2PqlNf0pCCyPARt6LPToUD,(Rock) Superstar,Cypress Hill,Greatest Hits From The Bong,1,8,275826,,
spotify:track:0KHLlCjDTnKYCGcOMNHtbf,I Wanna Get High,Cypress Hill,Black Sunday/III (Temples Of Boom),1,1,174600,,
spotify:track:5t6bYzld1vAXUEs9GAA149,Fuck You,"Dr. Dre, Devin The Dude, Snoop Dogg",2001 (Explicit Version),1,3,205400,,
spotify:track:5lLPfzsU52am43MLwmvwlr,Big Ego's,"Dr. Dre, Hittman",2001 (Explicit Version),1,5,238360,,
spotify:track:4DhGh3CU7dzZLRu2bIrrIq,Bitch Niggaz,"Dr. Dre, Hittman, Six-Two, Snoop Dogg",2001 (Explicit Version),1,13,253573,,
spotify:track:6UeR9EXQ3JWOWiDX7ZnDhD,Housewife,"Dr. Dre, Hittman, Kurupt",2001 (Explicit Version),1,19,242666,,
spotify:track:2z5USVhHM2qGcHlKYdagmf,The Message/ Outro,"Dr. Dre, Thomas Chong, Mary J. Blige, Rell",2001 (Explicit Version),1,22,329333,,
spotify:track:6KdwBL0OFecxLc1cSV9WVp,The Morning,"Raekwon, Pusha T, Common, 2 Chainz, CyHi The Prynce, Kid Cudi, D'banj",Kanye West Presents Good Music Cruel Summer,1,5,275080,,
spotify:track:26mFwOhoEUSTQp1Wwja36P,Intro / Go to the Floor,Missy Elliott,Under Construction,1,1,306333,,
spotify:track:6a2mBuXce3F5rmV2CNvDXx,Bring the Pain (feat. Method Man),"Missy Elliott, Method Man",Under Construction,1,2,179493,,
spotify:track:7x9vJE3Xa7mIH106rzO9Tk,Rolling Stone,Black Hippy,Setbacks,1,15,216569,,
spotify:track:3zsYMZqQkdlnNvarYWLNRY,The Recipe,"Black Hippy, Kendrick Lamar, ScHoolboy Q, Ab-Soul, Jay Rock",Black Hippy,1,3,257652,,
spotify:track:0MCbC3Y2uyrLwlnzGH11QW,My Nigga,"YG, Jeezy, Rich Homie Quan",My Nigga,1,1,236093,,
spotify:track:2cfeY5WX7TMw89OWtYnYEl,Porn Star,T.I.,Paper Trail,1,9,211586,,
spotify:track:3OWh2YJIvgWoFFclBJMG0y,Swing Ya Rag - feat. Swizz Beatz,T.I.,Paper Trail,1,10,198346,,
spotify:track:1RjU7UhRICmdFPKxCucLgq,Hell on Earth (Front Lines),Mobb Deep,Hell On Earth (Explicit),1,11,274093,,
spotify:track:61VlApj8p2ZaP0WTunTrKT,Give Up the Goods (Just Step),"Mobb Deep, Big Noyd",The Infamous,1,6,243133,,
spotify:track:5DGnlowf1fjT7VWsoeRDlb,The Start of Your Ending (41st Side),Mobb Deep,The Infamous,1,1,264333,,
spotify:track:22yJ8MTCbWpfnIvfH4Bpxz,Everyday Struggle,The Notorious B.I.G.,Ready To Die,1,11,319373,,
spotify:track:3FZRlSkCSNFPExpplQFKjW,Somebody's Gotta Die,The Notorious B.I.G.,The Studio Album Collection,2,2,266733,,
spotify:track:6FQm42RwqYNjrnMRUSbjGD,#!*@ You Tonight (feat. R. Kelly),The Notorious B.I.G.,The Studio Album Collection,2,5,345506,,
spotify:track:5kXFJivwacBLy0rt50Xwoa,I Love The Dough (feat. Jay-Z & Angela Winbush),The Notorious B.I.G.,The Studio Album Collection,2,7,311533,,
spotify:track:32PS43mFVgNmbupchRJlvR,Nasty Boy,The Notorious B.I.G.,The Studio Album Collection,2,19,334126,,
spotify:track:6GFEdXKF9dYTvAQZNpsVjy,Would You Die For Me (feat. Lil' Kim & Puff Daddy),The Notorious B.I.G.,The Studio Album Collection,3,9,216513,,
spotify:track:3mIuy9BViBY3quupBCVqPt,Rap Phenomenon (feat. Redman & Methodman),The Notorious B.I.G.,The Studio Album Collection,3,11,242093,,
spotify:track:2TE1FOBGJ0h7xxIFUjppmd,Street Struck,Big L,Lifestylez Ov Da Poor & Dangerous,1,7,249626,,
spotify:track:6FxFOVl73cSjNrP0GufYRr,Cluemanati (feat. Herb McGruff),"Big L, Herb McGruff",The Danger Zone,1,7,299546,,
spotify:track:46nGgYa4D1SnZC2gW0K4fQ,Renee,Lost Boyz,Legal Drug Money,1,6,293866,,
spotify:track:38p9PFdQibeWjrEMq2W55O,Lifestyles Of The Rich And Shameless,Lost Boyz,Legal Drug Money,1,5,260760,,
spotify:track:5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,Dutty Rock,1,5,211666,,
spotify:track:1uVfUdVv0h9MWia3tdZo5G,Baby Boy (feat. Beyoncí© ),"Sean Paul, Beyoncí©",Dutty Rock,1,6,246706,,
spotify:track:3MhdH8PxqH1FuQp3HBptUI,I'm Still In Love With You (feat. Sasha),"Sean Paul, Sasha",Dutty Rock,1,10,273360,,
spotify:track:2DrpObKxdF0uuPB5MVBgO2,Stuck On You,Prodigy,Return Of The Mac,1,3,269160,,
spotify:track:7aSnPAggMMgElb6BgXeSEw,Worst Comes To Worst,Dilated Peoples,Expansion Team,1,2,215973,,
spotify:track:6ENJiFz2P8cNu1yftOI5rI,This Way,Dilated Peoples,Neighborhood Watch,1,13,245120,,
spotify:track:4CvxMm3LspKIuUEbbA65yP,Hard Hitters,Dilated Peoples,Expansion Team,1,14,236666,,
spotify:track:5fyRqeycMofUoGmDis5Gu6,Bucktown,Smif-N-Wessun,Dah Shinin',1,7,236936,,
spotify:track:6LH6IWKmglYak5gTQAAg3f,WW III,"Ruff Ryders, Snoop Dogg, Scarface, Jadakiss, Yung Wun",Ryde Or Die Vol. II,1,1,315426,,
spotify:track:4uibpU0hRoxJbXndr8dr3p,Puttin' Work In (feat. Raekwon),"EPMD, Raekwon",We Mean Business,1,1,148413,,
spotify:track:5BqkbulvYQ7DlGKA6uu8pc,Run It (feat. KRS ONE),"EPMD, KRS-One",We Mean Business,1,5,215200,,
spotify:track:4l33WJoWgVc0ymJPAuHpsA,Listen Up (feat. Teddy Riley),"EPMD, Teddy Riley",We Mean Business,1,7,212066,,
spotify:track:4k7UtY3YfGbcTCWYHaqpKu,Bac Stabbers,EPMD,We Mean Business,1,8,185986,,
spotify:track:1OA2aQJvYM2RSiZ0S3IIn3,Left 4 Dead (feat. Skyzoo),"EPMD, Skyzoo",We Mean Business,1,11,192173,,
spotify:track:4L3OdGHlYoVEDoOaVvHOQC,They tell Me (feat. Keith Murray),"EPMD, Keith Murray",We Mean Business,1,12,168866,,
spotify:track:5KWQAtEULGMsTfpWuSLgbs,Actin' Up (feat. Vic. D & Tre),"EPMD, Vic D, Tre'",We Mean Business,1,13,182266,,
spotify:track:0f1yzIIGD8k32DNVeEn6jb,You Gots To Chill,EPMD,Strictly Business,1,4,261839,,
spotify:track:5jRNrJCZocJOW5tBY77dNk,Symphony 2000,"EPMD, Redman, Method Man, Lady Luck",Out Of Business (Explicit Version),1,13,243093,,
spotify:track:2GtrNoaUSK6b1Sr7hVV6ON,K.I.M.,"EPMD, Redman, Keith Murray",Back In Business,1,13,276640,,
spotify:track:6oMH2YBQ4dyPx8CaSRvqt7,We Gon Ill - Thug Poet - Feat. Dj Premier,Queensbridge Finest,The Saga Continues,1,14,261186,,
spotify:track:6eCe8BQhux41KEkPVYrOZo,Ready Set Begin - Craig G,Queensbridge Finest,The Return Of Qb...,1,6,205666,,
spotify:track:3L9Yz5h1bDQds1ZWHDMspp,Real Life - Screwball,Queensbridge Finest,The Saga Continues,1,15,229133,,
spotify:track:2AP0eyajGi0rbnMvf1UyKP,You Know My Steez - Feat. The Lady Of Rage And Kurupt,"The Lady Of Rage, Kurupt, Gang Starr",Full Clip: A Decade Of Gang Starr,2,17,208700,,
spotify:track:69zdwVJe3HidP5RYwr6QLJ,"Flipmode Squad Meets Def Squad (feat. Jamal, Redman, Keith Murray, Rampage The Last Boy Scout, Lord Have Mercy)","Busta Rhymes, Jamal, Keith Murray, Lord Have Mercy, Rampage The Last Boy Scout, Redman",The Coming,1,9,490506,,
spotify:track:6qMIAPVI8b7veCjoKwVSVf,2 Tears In A Bucket,"Ruff Ryders, Redman, Method Man, Sheek",Ryde Or Die Vol. II,1,2,250506,,
spotify:track:18BoZBH2thfg3lFqH8ZgOF,Jigga My Nigga,"Ruff Ryders, JAY Z",Ryde Or Die Volume One,1,4,279960,,
spotify:track:3ACJtYSYZOleAsgqs9uVoh,What Ya Want,"Ruff Ryders, Eve, Nokio",Ryde Or Die Volume One,1,3,261706,,
spotify:track:45p6UvEOlAIX86tUWxrZTu,Got It All,"Ruff Ryders, Eve, Jadakiss",Ryde Or Die Vol. II,1,3,227200,,
spotify:track:3lPxKulLnBJlYMNVTmFkQz,03' Bonnie & Clyde,"JAY Z, Beyoncí©",The Hits Collection Volume One [International Version (Explicit)],1,3,203964,,
spotify:track:7nmArpOotJ431XYlJXI1vy,Young Forever [Jay-Z + Mr Hudson],JAY Z,The Blueprint 3,1,15,253906,,
spotify:track:1g0XWggBPVc8BMQERcxVBK,Ain't No Nigga,JAY Z,Reasonable Doubt,1,9,243706,,
spotify:track:79yVT2u1IHI3nSSIlYHUdO,Worldwide Gangsta,"Ja Rule, Caddillac Tah, Black Child, Boo, Gotti",Pain Is Love (International Version),1,8,200773,,
spotify:track:1Brau9uUrjafBgLWraAY2J,Smokin' and Ridin',"Ja Rule, Jodie Mack, O1",Pain Is Love (International Version),1,11,291333,,
spotify:track:6dyyFvonxBMMqKZY3HXwAA,Phantom,The Game,Unreleased R.E.D.,1,9,233721,,
spotify:track:3Ctq4Xk96sDrE6Ssv9QwTh,Heaven,The Game,Unreleased R.E.D.,1,12,287208,,
spotify:track:3X414ZlCf5U7pcpIaIcUkT,Flava In Ya Ear,Craig Mack,Project: Funk Da World,1,5,217466,,
spotify:track:2bZfoRmADhlF5gMCSZ4pDS,Doo Wop (That Thing),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,1,5,320266,,
spotify:track:5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That),"Nas, Ms. Lauryn Hill",It Was Written,1,14,282373,,
spotify:track:4dE56AhNEZC6nESs78HsQ3,You're The One,Guerilla Black,Guerilla City,1,4,218314,,
spotify:track:6EtkH6EfTfNLjUHKDylEym,"Shake Ya Tailfeather - Nelly, P. Diddy, Murphy Lee",Diddy,The Soundtrack,1,4,293666,,
spotify:track:7k9XAKJp28xmRnPPCkWOKn,Realest N*ggas - Notorious B.I.G. & 50 Cent,Notorious B.I.G. & 50 Cent,The Soundtrack,1,7,212560,,
spotify:track:0Zfx0dQmXYhCGv9ihlPR3E,Alkaholik,Xzibit,Restless,1,6,219133,,
spotify:track:6QunXp3Hfsmz1qRYvILnNE,My Name,"Xzibit, Eminem, Nate Dogg",Man VS Machine,1,11,272044,,
spotify:local:::Kendrick+Lamar+-+Bang+Bang+%28Ft.+Jay+Rock%29:203,Kendrick Lamar - Bang Bang (Ft. Jay Rock),,,0,0,203000,,
spotify:local:::YG+ft.+Dom+Kennedy+-+%22+Cali+Living+%22+Official+Music+Video:253,"YG ft. Dom Kennedy -  Cali Living "" Official Music Video""",,,0,0,253000,,
spotify:track:20mczTTVC9gVhxVuiJoyK0,We Running Things,"Ab-Soul, Jay Rock, Tone Trump, Sen City",Two Black Hippy,1,2,243302,,
spotify:track:3ppZPjcwELuHlba3FZphww,Black Hippy,Jay Rock,From Hood Tales to the Cover of XXL,1,14,254973,,
spotify:track:3KJ7btrsyVPy2VJXBElxq6,I'm Good,YG,White T (Original Music Soundtrack Inspired By The Movie),1,18,201176,,
spotify:track:5k3RasO8i28CUnUEEs8m2E,Snitches Ain't...,"YG, Tyga, Snoop Dogg, Nipsey Hussle",Snitches Ainäó»t...,1,1,220493,,
spotify:track:0qB3sFyC9dFuj8PIALfkIe,Miss California - Radio Version - w/o Pras,Dante Thomas,Top 10 - Music For The Road,1,1,208213,,
spotify:track:7bYG7IBJRiUzpZwrPxQ9H4,Just Listen - Cormega,Queensbridge Finest,The Saga Continues,1,8,144706,,
spotify:track:7w3TUqYVIXScrA3Ykv4yII,"Want It - Nas, Horse & E Money Bags",Queensbridge Finest,The Saga Continues,1,9,214733,,
spotify:track:155GMpdfyZdURbH2x9eooT,Bang Bang - Feat. Snoop Dogg,La Coka Nostra,A Brand You Can Trust,1,3,210573,,
spotify:track:2VY6WYTUUODVNwj3YM8Bgp,I'm The King - Street Version,"Bad Meets Evil, Royce Da 5'9"",Nuttin' To Do / Scary Movies Maxi Single""",1,3,207693,spotify:user:1152696204,,
spotify:track:22etQv0qPgcTGSLFz70945,Brujeria - Feat. Sick Jacken Of Psycho Realm,La Coka Nostra,A Brand You Can Trust,1,6,161000,,
spotify:track:3YkajtMNQZ6Oh9vcFjI2qT,Masters Of The Dark Arts,"ILL Bill, Danny Boy, DJ Lethal, Slaine, La Coka Nostra",Masters Of The Dark Arts,1,14,164040,,
spotify:track:7xeNiP5nagFdcFPVqiwXUo,I'm An American - Feat. B-Real,La Coka Nostra,100% Pure Coka,1,1,241853,,
spotify:track:6mZcNu9i8uhOYMiEAyEx81,How We Do,"The Game, 50 Cent",The Documentary,1,6,235533,,
spotify:track:1ssCor2EExN0I19yV4s8Mi,Tommy's Theme,"Made Men, The Lox",Belly (Original Motion Picture Soundtrack),1,16,262760,,
spotify:track:0tSSTQxFPfe3dbclIMywKt,Flava In Ya Ear - Remix,"Craig Mack, The Notorious B.I.G., LL Cool J, Busta Rhymes, Rampage, Chucky Thompson, Easy Mo Bee, Diddy",Bad Boy Greatest Hits Volume 1 (Explicit Version),1,3,307573,,
spotify:track:7pZ2wotfh8SozapeXaP8nn,Acknowledge,Masta Ace,Disposable Arts,1,13,253306,,
spotify:track:1XcILQy2lld0bfafcVbHYw,Block Episode,"Masta Ace, Punch&Words",Disposable Arts,1,3,228466,,
spotify:track:0jWc6iAI8BsGTNBMTEXWUj,Release Yo' Delf,Method Man,Tical,1,8,256133,,
spotify:track:301juKi58nTajQGDrlZNrP,The Prequel,"Method Man, Street Life",Tical 0: The Prequel,1,2,127160,,
spotify:track:2qcZADSQRIjmP4cZhvkBC1,We Some Dogs,"Method Man, Redman, Snoop Dogg",Tical 0: The Prequel,1,6,270773,,
spotify:track:4CMT5jwbSk2IUjrHxuGwoo,Got To Have It,Method Man,4:21...The Day After,1,12,253786,,
spotify:track:2LjiPAQOVazT8sRyXL3XRs,Informer,Snow,12 Inches Of Snow,1,7,270160,,
spotify:track:2ad8J2VCTv8Fp4Y10Jyd19,C.I.A. (Criminals In Action),"Zack De La Rocha, KRS-One, The Last Emperor",Lyricist Lounge Vol. 1,2,10,320946,,
spotify:track:3MbBa8FMMgp9D39s7Cozl9,"Money, Power & Respect (feat. DMX & Lil' Kim)","The Lox, DMX, Lil' Kim","Money, Power & Respect",1,5,270493,,
spotify:track:5HKQsKEdKrqmvUMGcPuP8o,See the Same Hoes,"Nate Dogg, Mobb Deep",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,4,273760,,
spotify:track:6i3tYobdNam80sH0wXIq2Q,S.o.s. (Shoot On Sight),"Streetlife, Method Man",Compton Blvd City of Hip Hop (The Ultimate Collection!),2,9,232533,,
spotify:track:570buiDX2z7LuJxVrPV5ib,I Need You Tonight,"Aaliyah, Trife, Lil' Kim, Klepto",Compton Blvd City of Hip Hop (The Ultimate Collection!),2,8,269453,,
spotify:track:5DCl3nZv8B0dxImrRgZJAH,The Greatest,Nas,Compton Blvd City of Hip Hop (The Ultimate Collection!),2,7,250906,,
spotify:track:0EsJFQ6t7uRxVYmtsNkOjg,Neighbourhood Supastarz,"JT The Bigga Figga, The Game",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,16,127346,,
spotify:track:17IrIh96XCz6Irqv5XSPu9,Surrounded By Hoes,"G Unit, 50 Cent, Lloyd Banks, Tony Yayo",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,14,204373,,
spotify:track:6Pvvz5apAvW9wfbW7i34ef,They Don't Bother Me,"50 Cent, Murda Mase, Young Buck, Spider Loc",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,11,375026,,
spotify:track:5NePccyvWEXwc7MTXx6Ptc,Life's a Bitch,"The Game, Spider Loc, Piper",Compton Blvd City of Hip Hop (The Ultimate Collection!),1,9,224733,,
spotify:track:5gqLrmlLQBxTPUITaF1Jz3,Put It On Me,"Ja Rule, Vita",Best Of,1,2,263240,,
spotify:track:3VTI3HdvsBaUp1SVkLEW4c,"So Rich, So Pretty",Ghetto Superstar,Get Low: Hip Hop Rap,1,13,209176,,
spotify:track:31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are),"Pras, Ol' Dirty Bastard, Mí_a",Ghetto Supastar,1,2,261133,,
spotify:track:4Z9bCQgzQiPsC7ieUUJWWW,Who Shot 2Pac,King Lil G,King Enemy,1,2,179733,,
spotify:track:0AyTJchiwcOrB9USz7lZnF,If You So Gangsta,Lloyd Banks,The Hunger For More,1,8,211266,,
spotify:track:5frwP3mGOVFjrZjpE0kMjr,Karma,Lloyd Banks,The Hunger For More,1,10,278533,,
spotify:track:4Wy0raF0R98yNz18GR9ho0,Luv U Better,LL Cool J,All World 2,1,13,280226,,
spotify:track:3fwUpUntnrvggfHhvyQq6D,Hip Hop Hooray,Naughty By Nature,Booty Phat Classics,1,3,264840,,
spotify:track:3a18OXXahgIhzzmKw9e7Kx,Auditorium,"Mos Def, Slick Rick",The Ecstatic,1,3,274480,,
spotify:track:238Oi31fm7TAovC1CybVeM,Me & Nas Bring It To Your Hardest,"Slick Rick, Nas",The Art Of Storytelling,1,4,156226,,
spotify:track:2B9aYvlGefTIgKLhM6ia8t,Victory (feat. The Notorious B.I.G. & Busta Rhymes),"Diddy, Busta Rhymes, The Notorious B.I.G.",No Way Out,1,2,296266,,
spotify:track:42MVVacEF1Qtc7e7BDpOFd,Paper Chase,JAY Z,Vol. 2 Hard Knock Life,1,10,274893,,
spotify:track:4BjfjRRYojXuwA6qt74fAT,The Watcher 2,"JAY Z, Dr. Dre, Rakim, Truth Hurts",Blueprint 2.1 (Int'l Version),1,3,354866,,
spotify:track:2FQwn5qkC7jLsZIkkWBQYv,Diamonds Is Forever,JAY Z,The Blueprint 2 The Gift & The Curse (Explicit Version),2,1,235600,,
spotify:track:1HVu2EKdlrewF2e3O0uYuz,N***a Please,"JAY Z, Young Chris",The Blueprint 2 The Gift & The Curse (Explicit Version),2,8,277960,,
spotify:track:0qXdJdBpOdqm1x70L5VxjG,Renegade,"JAY Z, Eminem",The Blueprint (Explicit Version),1,12,337760,,
spotify:track:5p2GdA2VAnuHKmt0dzk8rC,Get Your Mind Right Mami,"JAY Z, Memphis Bleek, Snoop Dogg",The Dynasty,1,6,262133,,
spotify:track:2QtfYs93fuu31MGwlOEr9J,Is That Yo Bitch,"JAY Z, Timbaland",Volume. 3... Life and Times of S. Carter,1,12,274173,,
spotify:track:67qn3OtziLlpOtVZ22EiQ4,Smoke A Nigga,"Juicy J, Wiz Khalifa",Stay Trippy,1,8,257826,,
spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,The Trinity,1,11,218573,,
spotify:track:0Ki8zUpX4L1afo6Bxzp43X,M.O.B.,Mobb Deep,The Safe Is Cracked,1,4,193066,,
spotify:track:7dGjNMCuqquUPJcOb3oh3m,Give It Up To Me,Sean Paul,The Trinity,1,7,254146,,
spotify:track:0x1h5GZKhRMnyxdjCYtHN1,What Ya Day About,AZ,The Best of Az,1,1,212066,,
spotify:track:6LoQmKlAgCHdX9DkICqfIr,Throw Ya Guns,"AZ, Half-A-Million",The Best of Az,1,6,219960,,
spotify:track:1vrosVW2cVO2HgAlOCu2CP,Sosa,AZ,The Best of Az,1,7,96133,,
spotify:track:5eVtYe1IJS80o6JNPeVoSG,Love Is Love,"AZ, Half-A-Million, Natureä‹¢",The Best of Az,1,10,267306,,
spotify:track:0S9gDqsUoqGdvKvikGK5OM,My Niggaz,AZ,The Best of Az,1,20,211293,,
spotify:track:3G4nGtcayiYzfJqeidJl8g,Bad 4Me,Snoop Dogg,Kush,1,1,191213,,
